"covariate","coef_h0.5","se_h0.5","pval_h0.5","n_l_h0.5","n_r_h0.5","coef_h0.61_OPT","se_h0.61_OPT","pval_h0.61_OPT","n_l_h0.61_OPT","n_r_h0.61_OPT","coef_h1","se_h1","pval_h1","n_l_h1","n_r_h1","coef_h1.5","se_h1.5","pval_h1.5","n_l_h1.5","n_r_h1.5"
"has_atractivo_turistico",0.659,0.2094,1e-04,34,12,0.7002,0.2068,0.0012,42,14,0.6448,0.1887,0,88,19,0.4094,0.1729,0,320,22
"has_hotel",-0.0139,0.055,0.3076,34,12,-0.0299,0.0355,0.3176,42,14,-0.0313,0.0285,0.1712,88,19,-0.0645,0.05,0.9073,320,22
"has_tourism",0.4796,0.2051,0,34,12,0.422,0.1907,2e-04,42,14,0.3009,0.1497,2e-04,88,19,0.0991,0.143,0.0032,320,22
"dist_gasproc_cent",-11.1644,211.4791,0.5643,34,12,20.8807,160.7341,0.5469,42,14,131.2035,171.8984,0.9585,88,19,142.0517,200.7807,0.6106,320,22
"nearest_gasproc_cent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_gasproc_25km_cent",-0.079,0.0426,0.3109,34,12,-0.0772,0.0652,0.3183,42,14,-0.0489,0.0846,0.28,88,19,-0.034,0.072,0.493,320,22
"n_gasproc_50km_cent",-0.0021,0.2199,0.6857,34,12,0.0135,0.2363,0.793,42,14,0.05,0.2634,0.8864,88,19,0.0248,0.2381,0.7728,320,22
"n_gasproc_100km_cent",0.041,0.2288,0.8101,34,12,0.0517,0.2537,0.9068,42,14,0.0315,0.2797,0.9936,88,19,-0.0568,0.2479,0.753,320,22
"dist_maritime_cent",50.538,147.6622,0.332,34,12,27.0045,141.6745,0.397,42,14,17.6568,127.5249,0.7236,88,19,-1.0573,108.8574,0.7918,320,22
"nearest_maritime_cent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_maritime_25km_cent",0.0769,0.2071,0.825,34,12,0.0807,0.2068,0.9264,42,14,0.0369,0.2193,0.694,88,19,0.059,0.2064,0.8333,320,22
"n_maritime_50km_cent",0.0769,0.2071,0.825,34,12,0.0935,0.2074,0.9888,42,14,0.0676,0.2205,0.7127,88,19,0.0424,0.2074,0.6453,320,22
"n_maritime_100km_cent",0.0495,0.2164,0.8381,34,12,0.0679,0.2139,0.9505,42,14,0.0144,0.2267,0.7549,88,19,-0.0493,0.2163,0.8036,320,22
"dist_petrochem_cent",105.0434,275.8525,0.9187,34,12,122.6214,224.0734,0.9083,42,14,233.3851,245.3285,0.6962,88,19,198.0172,268.9577,0.4136,320,22
"nearest_petrochem_cent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_petrochem_25km_cent",-0.3047,0.1168,0.2093,34,12,-0.3012,0.1784,0.1819,42,14,-0.2356,0.2323,0.1595,88,19,-0.1431,0.1952,0.1888,320,22
"n_petrochem_50km_cent",-0.4198,0.1767,0.1757,34,12,-0.3893,0.2486,0.1289,42,14,-0.2503,0.3208,0.169,88,19,-0.1395,0.2787,0.308,320,22
"n_petrochem_100km_cent",-0.4808,0.5257,0.5085,34,12,-0.4612,0.5134,0.3802,42,14,-0.4117,0.4837,0.2772,88,19,-0.2085,0.4003,0.2101,320,22
"dist_refinery_cent",8.8164,145.1888,0.4348,34,12,33.9025,90.0224,0.4136,42,14,150.9883,128.6348,0.8591,88,19,176.6532,167.4227,0.5366,320,22
"nearest_refinery_cent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_refinery_25km_cent",0.1805,0.497,0.4776,34,12,0.1489,0.45,0.5146,42,14,0.0914,0.3757,0.5975,88,19,0.0914,0.2868,0.6364,320,22
"n_refinery_50km_cent",0.3435,0.524,0.4511,34,12,0.2782,0.4764,0.3611,42,14,0.2019,0.3829,0.4154,88,19,0.1283,0.301,0.3527,320,22
"n_refinery_100km_cent",0.0857,0.5292,0.882,34,12,0.1124,0.4799,0.94,42,14,0.1024,0.4058,0.8633,88,19,0.055,0.3337,0.717,320,22
"dist_storage_cent",-2.5941,13.93,0.4264,34,12,-2.4584,12.4537,0.8345,42,14,9.892,12.6833,0.6429,88,19,18.4589,9.8303,0.8118,320,22
"nearest_storage_cent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_storage_25km_cent",0.1677,0.6886,0.5966,34,12,0.117,0.6913,0.5962,42,14,-0.2425,0.6406,0.8333,88,19,-0.1636,0.6228,0.7078,320,22
"n_storage_50km_cent",-0.7868,1.7712,0.2906,34,12,-0.4823,1.4919,0.2831,42,14,-0.2044,1.0695,0.3408,88,19,0.28,0.9113,0.501,320,22
"n_storage_100km_cent",0.765,3.9258,0.9691,34,12,0.8411,3.536,0.9022,42,14,0.4988,2.8731,0.8904,88,19,1.3288,2.388,0.9542,320,22
"dist_any_cent",-1.4996,13.9298,0.3737,34,12,-1.4978,12.4058,0.7419,42,14,11.0516,12.6285,0.7158,88,19,20.2535,9.8055,0.7536,320,22
"n_any_25km_cent",0.0414,0.7701,0.5316,34,12,-0.0319,0.8137,0.6445,42,14,-0.3987,0.8159,0.9987,88,19,-0.1902,0.7406,0.6266,320,22
"n_any_50km_cent",-0.7883,2.095,0.377,34,12,-0.4865,1.7932,0.3714,42,14,-0.1352,1.3244,0.4042,88,19,0.336,1.0972,0.6794,320,22
"n_any_100km_cent",0.4604,4.4627,0.9771,34,12,0.6119,3.9497,0.9993,42,14,0.2353,3.0926,0.9966,88,19,1.0692,2.5662,0.9653,320,22
"dist_gasproc_edge",-18.0581,204.793,0.5644,34,12,11.0592,157.3676,0.5437,42,14,114.7369,163.6785,0.9248,88,19,126.7814,186.6425,0.6398,320,22
"nearest_gasproc_edge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_gasproc_25km_edge",-0.1364,0.0859,0.2575,34,12,-0.1212,0.1357,0.2862,42,14,-0.0867,0.1752,0.372,88,19,-0.114,0.1456,0.6045,320,22
"n_gasproc_50km_edge",0.0194,0.2276,0.8464,34,12,0.0385,0.2509,0.8508,42,14,0.027,0.2771,0.9803,88,19,-0.0492,0.2449,0.7865,320,22
"n_gasproc_100km_edge",0.0841,0.2327,0.7415,34,12,0.0882,0.2674,0.9677,42,14,0.0219,0.2939,0.8831,88,19,-0.098,0.253,0.7548,320,22
"dist_maritime_edge",48.0061,147.5409,0.3327,34,12,23.3548,141.5704,0.397,42,14,6.5366,127.6975,0.7228,88,19,-11.2933,109.0429,0.8654,320,22
"nearest_maritime_edge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_maritime_25km_edge",0.0769,0.2071,0.825,34,12,0.0935,0.2074,0.9888,42,14,0.0614,0.2204,0.7118,88,19,0.0523,0.207,0.6749,320,22
"n_maritime_50km_edge",0.135,0.2137,0.5818,34,12,0.1936,0.2064,0.7977,42,14,0.1968,0.2108,0.4613,88,19,0.1204,0.1981,0.2481,320,22
"n_maritime_100km_edge",0.1397,0.2241,0.809,34,12,0.177,0.2127,0.9895,42,14,0.0688,0.2173,0.3947,88,19,0,0.2084,0.5705,320,22
"dist_petrochem_edge",91.0818,266.8715,0.9491,34,12,103.2138,221.6133,0.8951,42,14,203.5564,236.4072,0.7236,88,19,170.9628,247.8534,0.4388,320,22
"nearest_petrochem_edge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_petrochem_25km_edge",-0.375,0.1747,0.1294,34,12,-0.3242,0.2503,0.1178,42,14,-0.1945,0.3181,0.2276,88,19,-0.1234,0.273,0.416,320,22
"n_petrochem_50km_edge",-0.4198,0.1767,0.1757,34,12,-0.3592,0.2527,0.092,42,14,-0.2961,0.3268,0.2165,88,19,-0.1846,0.285,0.2302,320,22
"n_petrochem_100km_edge",-0.4346,0.5245,0.4124,34,12,-0.4061,0.5155,0.3595,42,14,-0.35,0.4876,0.2978,88,19,-0.2088,0.4003,0.2664,320,22
"dist_refinery_edge",3.3378,137.1235,0.4444,34,12,25.0998,88.194,0.4337,42,14,134.2726,120.9571,0.8206,88,19,160.4508,151.7007,0.5598,320,22
"nearest_refinery_edge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_refinery_25km_edge",0.3077,0.5185,0.5026,34,12,0.2723,0.4706,0.4405,42,14,0.1993,0.3806,0.3788,88,19,0.1858,0.2956,0.3584,320,22
"n_refinery_50km_edge",0.2671,0.5293,0.6099,34,12,0.2486,0.4814,0.5742,42,14,0.2257,0.3997,0.4825,88,19,0.1081,0.3328,0.374,320,22
"n_refinery_100km_edge",0.0857,0.5292,0.882,34,12,0.1124,0.4799,0.94,42,14,0.1227,0.4057,0.874,88,19,0.0566,0.3334,0.6642,320,22
"dist_storage_edge",-3.6628,10.04,0.4519,34,12,-4.214,9.1529,0.8719,42,14,3.24,9.2683,0.5044,88,19,11.4425,5.3762,0.5407,320,22
"nearest_storage_edge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_storage_25km_edge",0.2057,0.6159,0.7131,34,12,0.3303,0.6137,0.88,42,14,0.2573,0.6672,0.8891,88,19,0.5237,0.6249,0.9094,320,22
"n_storage_50km_edge",-0.628,2.1552,0.3309,34,12,-0.2638,1.833,0.357,42,14,-0.03,1.3068,0.5694,88,19,0.4218,1.0206,0.6657,320,22
"n_storage_100km_edge",0.6151,3.9426,0.9646,34,12,0.7375,3.5749,0.9321,42,14,0.6951,2.9288,0.9368,88,19,1.6035,2.3762,0.9339,320,22
"dist_any_edge",-3.1211,10.0287,0.4061,34,12,-3.8562,9.1074,0.7861,42,14,3.7874,9.2038,0.5407,88,19,12.6066,5.3176,0.5799,320,22
"n_any_25km_edge",0.0788,0.8468,0.8445,34,12,0.2508,0.8971,0.931,42,14,0.2368,0.9813,0.975,88,19,0.5244,0.8497,0.8766,320,22
"n_any_50km_edge",-0.6263,2.4658,0.3666,34,12,-0.1424,2.1109,0.3572,42,14,0.1234,1.5105,0.6344,88,19,0.4164,1.1514,0.8677,320,22
"n_any_100km_edge",0.4901,4.4484,0.9449,34,12,0.709,3.9691,0.9719,42,14,0.5585,3.1212,0.9956,88,19,1.3533,2.4946,0.9699,320,22
"n_hosted",-0.3381,0.558,0.463,34,12,-0.3095,0.558,0.4697,42,14,-0.2449,0.5433,0.4936,88,19,-0.289,0.4542,0.7176,320,22
"hosts_any",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"km_ferrocarril_total",5.5274,13.4854,0.4319,34,12,6.7438,12.4785,0.5803,42,14,2.1482,15.1148,0.4767,88,19,-11.0552,12.0025,0.6375,320,22
"km_ferrocarril_operacion",-6.0937,16.2354,0.8669,34,12,-5.1637,15.1187,0.7028,42,14,-3.4453,16.0106,0.7711,88,19,-11.1398,13.2144,0.8599,320,22
"km_ferrocarril_sin_uso",11.6212,8.0557,0.0982,34,12,11.9075,7.0278,0.0714,42,14,5.5935,7.5209,0.0404,88,19,0.0846,4.9863,0.1091,320,22
"km_ferrocarril_carga",-4.3302,16.2731,0.9128,34,12,-3.4959,15.2007,0.7801,42,14,-3.472,16.1608,0.8605,88,19,-9.5137,13.3045,0.825,320,22
"km_ferrocarril_pasajeros",0.1473,0.1244,0.3959,34,12,0.2008,0.4178,0.905,42,14,0.5259,0.9027,0.6385,88,19,-0.514,0.9939,0.2022,320,22
"km_ferrocarril_carga_pasajeros",-1.9109,1.0313,0.3109,34,12,-1.8686,1.577,0.3183,42,14,-0.4992,2.1588,0.2988,88,19,-1.1121,1.9244,0.732,320,22
"km_ferrocarril_inactivo",11.6212,8.0557,0.0982,34,12,11.9075,7.0278,0.0714,42,14,5.5935,7.5209,0.0404,88,19,0.0846,4.9863,0.1091,320,22
"km_ferromex",-13.7169,7.8947,0.4135,34,12,-11.4546,6.8011,0.0466,42,14,-5.372,8.3873,0.1749,88,19,-4.3571,4.7266,0.0634,320,22
"km_kcs_mexico",-1.3571,6.5792,0.5295,34,12,-3.1516,6.6208,0.643,42,14,-2.3939,7.1996,0.7069,88,19,-7.1594,6.5513,0.9743,320,22
"km_ferrosur",7.4333,10.6361,0.8282,34,12,7.2324,10.1433,0.5949,42,14,6.0058,10.1576,0.4937,88,19,5.6678,9.524,0.4791,320,22
"km_tren_maya",0,0,NA,34,12,0.1747,0.2136,0.3035,42,14,0.4884,0.8698,0.5019,88,19,-0.4117,0.9536,0.2203,320,22
"km_istmo_tehuantepec",-0.8318,1.4934,0.1354,34,12,-0.7739,1.5941,0.3878,42,14,-1.3367,2.4354,0.6383,88,19,-2.2492,1.9126,0.5387,320,22
"km_coahuila_durango",1.4017,2.1833,0.3404,34,12,2.1709,0.6651,0.3345,42,14,-0.9199,2.8747,0.3361,88,19,-2.3577,0.5338,0.3543,320,22
"km_ferrorvalle",0.8582,0.4463,0.1192,34,12,0.3042,0.8555,0.0861,42,14,-0.9519,0.3339,0.1694,88,19,-1.2023,0.4854,0.1057,320,22
"km_tijuana_tecate",0,0,NA,34,12,0,0,NA,42,14,0.2554,0.3465,0.3357,88,19,-0.0672,0.4244,0.3364,320,22
"km_jalisco",0,0,NA,34,12,0,0,NA,42,14,0,0,NA,88,19,0,0,NA,320,22
"km_mexico_toluca",0,0,NA,34,12,0,0,NA,42,14,0,0,NA,88,19,0.066,0.0368,0.6595,320,22
"km_ferrocarril_suburbano",0.1473,0.1244,0.3959,34,12,0.026,0.3592,0.4528,42,14,-0.0901,0.1682,0.9678,88,19,-0.1347,0.1791,0.4965,320,22
"km_puebla",0,0,NA,34,12,0,0,NA,42,14,0.0089,0.0261,0.318,88,19,-0.0132,0.0213,0.1688,320,22
"km_sin_concesion",11.593,7.9925,0.0773,34,12,12.2156,7.0418,0.0765,42,14,6.4542,7.4211,0.0364,88,19,1.1636,4.976,0.0751,320,22
"has_ferrocarril",0.1011,0.1227,0.0505,34,12,0.0285,0.1459,0.1025,42,14,-0.1336,0.1748,0.2559,88,19,-0.1955,0.161,0.6277,320,22
"has_ferrocarril_operacion",-0.1937,0.4781,0.4838,34,12,-0.2007,0.4402,0.5559,42,14,-0.2662,0.3913,0.7018,88,19,-0.2892,0.3172,0.4319,320,22
"has_ferrocarril_carga",-0.1147,0.4782,0.542,34,12,-0.1235,0.4407,0.6595,42,14,-0.222,0.3931,0.8339,88,19,-0.2502,0.3189,0.506,320,22
"has_ferrocarril_pasajeros",-0.0138,0.0248,0.9357,34,12,0.0012,0.0558,0.6588,42,14,0.0373,0.0568,0.7709,88,19,0.0185,0.0285,0.3162,320,22
"has_ferrocarril_carga_pasajeros",-0.079,0.0426,0.3109,34,12,-0.0772,0.0652,0.3183,42,14,-0.042,0.0854,0.3048,88,19,-0.0354,0.0724,0.5261,320,22
