"covariate","coef_h10","se_h10","pval_h10","n_l_h10","n_r_h10","coef_h15","se_h15","pval_h15","n_l_h15","n_r_h15","coef_h20","se_h20","pval_h20","n_l_h20","n_r_h20","coef_h25","se_h25","pval_h25","n_l_h25","n_r_h25","coef_h30","se_h30","pval_h30","n_l_h30","n_r_h30","coef_h201.52_OPT","se_h201.52_OPT","pval_h201.52_OPT","n_l_h201.52_OPT","n_r_h201.52_OPT"
"n_palacio_justicia",0,0,NA,9,10,-0.0412,0.0169,0.8167,14,15,-0.0117,0.0473,0.3127,19,20,0.0144,0.0483,0.3079,24,25,0.0306,0.0331,0.3128,29,30,0.0364,0.0524,0.0886,51,202
"n_estacion_bomberos",-0.0152,0.456,0.6863,9,10,-0.0682,0.4172,0.9892,14,15,-0.0607,0.4099,0.8941,19,20,-0.0269,0.3852,0.8057,24,25,-0.0128,0.3572,0.8209,29,30,0.1411,0.1904,0.9034,51,202
"n_hospital",-6.6515,5.4021,0.0738,9,10,-2.7339,5.0958,0.0353,14,15,-0.2042,5.0176,0.1707,19,20,1.8324,5.1105,0.2945,24,25,2.7317,4.3686,0.5756,29,30,-1.3476,3.1792,0.6335,51,202
"n_emergencia_medica",0,0,NA,9,10,0.178,0.1596,0.3419,14,15,0.0842,0.1988,0.3249,19,20,0.0013,0.2354,0.3813,24,25,-0.0394,0.1757,0.4209,29,30,-0.1501,0.1463,0.4257,51,202
"n_primeros_auxilios",0,0.0896,0.3253,9,10,0.0882,0.0958,0.4072,14,15,0.1753,0.1145,0.8452,19,20,0.1921,0.1274,0.5373,24,25,0.2577,0.1498,0.7978,29,30,0.1278,0.1432,0.0136,51,202
"n_universidad",-1.7909,3.9934,0.0916,9,10,5.6281,6.0826,0.1724,14,15,5.5628,7.118,0.6756,19,20,5.1116,8.1257,0.5816,24,25,3.8945,6.244,0.3017,29,30,-2.1332,5.445,0.3512,51,202
"n_centro_investigacion",0.2545,0.5354,0.7613,9,10,0.2813,0.4294,0.5937,14,15,0.2749,0.4134,0.5261,19,20,0.2875,0.4117,0.5479,24,25,0.2655,0.4011,0.4652,29,30,0.2,0.2002,0.5667,51,202
"n_atractivo_turistico",-0.9182,4.7651,0.355,9,10,2.6574,4.7289,0.5117,14,15,2.9599,4.879,0.8385,19,20,3.1285,4.8447,0.6797,24,25,3.1497,4.6114,0.578,29,30,0.2214,1.9003,0.3352,51,202
"n_hotel_motel",0,0,NA,9,10,3.1451,2.819,0.3419,14,15,1.4877,3.5113,0.3249,19,20,-0.3139,4.1258,0.3072,24,25,-1.4324,3.0717,0.3092,29,30,-2.665,2.3802,0.3536,51,202
"n_museo",4.1818,5.7727,0.3497,9,10,4.1691,4.6374,0.3545,14,15,3.4468,3.8778,0.2052,19,20,3.1177,3.3706,0.2086,24,25,3.2353,2.9598,0.2454,29,30,1.3052,1.2781,0.0273,51,202
"n_monumento_historico",-3,8.0675,0.5793,9,10,-2.8265,7.6785,0.6676,14,15,-2.9774,6.6659,0.6674,19,20,-2.6524,5.7525,0.5619,24,25,-2.2961,5.0499,0.4903,29,30,-1.3892,2.8803,0.5782,51,202
"n_centro_cultural",0.1818,0.6776,0.7647,9,10,0.3424,0.6145,0.8195,14,15,0.2795,0.5492,0.5079,19,20,0.2874,0.4934,0.5405,24,25,0.4225,0.4746,0.8167,29,30,0.1482,0.412,0.1417,51,202
"n_centro_convenciones",0,0,NA,9,10,0.0182,0.0558,0.4035,14,15,0.0164,0.0814,0.8303,19,20,0.0126,0.0984,0.8972,24,25,0.0962,0.0832,0.2932,29,30,0.116,0.2086,0.147,51,202
"n_lugar_esparcimiento",0.2697,4.5119,0.88,9,10,1.0843,3.6529,0.9584,14,15,1.584,3.4175,0.9512,19,20,1.8972,3.2602,0.8573,24,25,2.2563,3.1076,0.8121,29,30,1.5081,1.5859,0.5392,51,202
"n_mirador",0.6788,0.5222,0.4823,9,10,0.6679,0.454,0.1116,14,15,0.444,0.4275,0.0433,19,20,0.2245,0.3699,0.03,24,25,0.1871,0.3276,0.1015,29,30,0.1798,0.2419,0.3988,51,202
"n_parque_diversiones",-0.2727,0.6133,0.8272,9,10,-0.2658,0.5264,0.6397,14,15,-0.2481,0.4873,0.5733,19,20,-0.2296,0.4499,0.5319,24,25,-0.1278,0.4163,0.3517,29,30,0.1249,0.3135,0.9258,51,202
"n_parque_animal",-0.0364,0.1449,0.1272,9,10,0.2417,0.1087,0.3616,14,15,0.2444,0.1416,0.3171,19,20,0.2529,0.1608,0.2499,24,25,0.2668,0.1841,0.2362,29,30,0.1969,0.1542,0.01,51,202
"n_campo_golf",-0.1636,0.6326,0.6429,9,10,-0.1212,0.5351,0.6409,14,15,-0.0037,0.4997,0.6031,19,20,0.1137,0.4839,0.6567,24,25,0.2986,0.463,0.5659,29,30,0.1241,0.3055,0.0876,51,202
"n_restaurante",0,0,NA,9,10,2.9077,2.6062,0.3419,14,15,1.3754,3.2463,0.3249,19,20,-0.3026,3.8144,0.3075,24,25,-1.3236,2.8399,0.3125,29,30,-2.519,2.1909,0.3323,51,202
"n_balneario",0.6364,2.7533,0.5798,9,10,1.7032,2.4576,0.931,14,15,1.561,2.447,0.5737,19,20,1.6224,2.3476,0.5415,24,25,1.5185,2.2197,0.454,29,30,0.3216,0.9639,0.1981,51,202
"n_ex_hacienda",0.2727,0.7486,0.7789,9,10,0.6226,0.7341,0.9195,14,15,0.6088,0.7716,0.5041,19,20,0.5294,0.8067,0.4067,24,25,0.4273,0.7228,0.3228,29,30,0.034,0.4043,0.8039,51,202
"n_presa_turistica",0.1273,0.2315,0.9326,9,10,0.2363,0.2376,0.9766,14,15,0.2832,0.2637,0.5542,19,20,0.4029,0.3343,0.7548,24,25,0.3869,0.2797,0.2944,29,30,-0.1091,0.2253,0.5287,51,202
"n_area_natural_protegida",-1.1636,1.0974,0.2237,9,10,0.2314,1.1168,0.0739,14,15,0.6882,1.0565,0.5377,19,20,0.8299,0.9773,0.9618,24,25,0.8899,0.8375,0.6283,29,30,-0.1464,0.6508,0.5541,51,202
"n_zona_arqueologica",0.0364,1.2952,0.873,9,10,0.0651,1.0254,0.9571,14,15,0.0656,0.8601,0.9887,19,20,0.0701,0.7447,0.9742,24,25,0.1785,0.6593,0.8641,29,30,0.1621,0.2746,0.3091,51,202
"n_lago_laguna",0.0667,0.1192,0.2633,9,10,0.1495,0.1305,0.1571,14,15,-0.0185,0.1977,0.1422,19,20,-0.1051,0.1376,0.152,24,25,-0.1356,0.0922,0.456,29,30,0.0424,0.2746,0.8755,51,202
"n_cascada",0,0,NA,9,10,0,0,NA,14,15,0,0,NA,19,20,0.0248,0.0344,0.3078,24,25,0.0276,0.0073,0.6754,29,30,0.0306,0.0671,0.368,51,202
"n_pueblo_magico",0,0,NA,9,10,0,0,NA,14,15,0,0,NA,19,20,0,0,NA,24,25,0,0,NA,29,30,-0.0315,0.023,0.0063,51,202
"n_cenote",0,0,NA,9,10,0,0,NA,14,15,0,0,NA,19,20,0,0,NA,24,25,0,0,NA,29,30,0.058,0.0364,0.1359,51,202
"n_gruta",0,0,NA,9,10,0,0,NA,14,15,-0.0117,0.0175,0.3236,19,20,-0.0267,0.0096,0.3911,24,25,0,0.0334,0.1635,29,30,-0.0046,0.0465,0.2224,51,202
"n_ruinas",0,0,NA,9,10,0,0,NA,14,15,0,0,NA,19,20,0,0,NA,24,25,0,0,NA,29,30,0.0238,0.0232,0.7635,51,202
"n_teleferico_funicular",0,0,NA,9,10,0,0,NA,14,15,0,0,NA,19,20,0,0,NA,24,25,0,0,NA,29,30,0.0214,0.0192,0.3908,51,202
"n_museo_historia",1,1.7376,0.7567,9,10,1.6656,1.4017,0.645,14,15,1.4657,1.2101,0.1901,19,20,1.3399,1.0927,0.142,24,25,1.4466,1.0052,0.199,29,30,0.5494,0.5643,0.0158,51,202
"n_museo_arte",3.1818,4.3451,0.2633,9,10,2.5447,3.4564,0.2918,14,15,1.9928,2.8603,0.2381,19,20,1.759,2.4518,0.262,24,25,1.5984,2.1205,0.2578,29,30,0.4247,0.6473,0.1145,51,202
"n_museo_ciencia",0,0,NA,9,10,0,0,NA,14,15,0,0,NA,19,20,0.03,0.1021,0.417,24,25,0.1366,0.0963,0.1162,29,30,0.2676,0.2383,0.5835,51,202
"n_museo_ninos",0,0,NA,9,10,-0.0412,0.0169,0.8167,14,15,-0.0117,0.0473,0.3127,19,20,-0.0113,0.0507,0.5041,24,25,0.0538,0.0658,0.1243,29,30,0.0636,0.1047,0.0034,51,202
"n_turismo_historico",0.3091,1.0978,0.9977,9,10,0.6878,1.0498,0.9019,14,15,0.6744,1.0746,0.6234,19,20,0.5995,1.083,0.5219,24,25,0.6059,0.9955,0.5455,29,30,0.1884,0.5189,0.5505,51,202
"n_turismo_natural",-2.0576,2.1684,0.2075,9,10,-0.0095,2.156,0.1286,14,15,0.4606,2.0503,0.5672,19,20,0.5524,1.9099,0.8793,24,25,0.7006,1.7347,0.996,29,30,-0.1262,0.9271,0.8318,51,202
"n_turismo_cultural",1.3636,11.9565,0.9248,9,10,1.6851,10.6116,0.9147,14,15,0.749,9.1157,0.7914,19,20,0.7528,7.9211,0.8792,24,25,1.3617,6.9603,0.9925,29,30,0.0642,3.5531,0.6075,51,202
"n_turismo_recreativo",1.1121,6.2023,0.8561,9,10,3.3101,5.7855,0.9794,14,15,3.5816,5.8552,0.7253,19,20,3.8811,5.7401,0.6618,24,25,4.3994,5.5189,0.6503,29,30,2.4768,2.4286,0.171,51,202
"n_turismo_total",0.9212,14.2197,0.8396,9,10,9.1126,14.8289,0.7484,14,15,7.2336,14.4822,0.6017,19,20,5.8387,14.1401,0.5474,24,25,6.0562,12.6462,0.6069,29,30,-0.1296,6.933,0.5818,51,202
"has_aduana",-0.2333,0.3883,0.9646,9,10,-0.1638,0.3255,0.4583,14,15,-0.1386,0.3159,0.5075,19,20,-0.0712,0.301,0.4423,24,25,-0.0648,0.2856,0.5812,29,30,0.0122,0.1801,0.7986,51,202
"has_puerto",-0.1394,0.8112,0.9007,9,10,-0.1347,0.5976,0.8952,14,15,-0.1718,0.5141,0.8514,19,20,-0.1648,0.4539,0.7262,24,25,-0.1421,0.4133,0.6198,29,30,-0.1019,0.2438,0.5813,51,202
"has_puerto_fronterizo",-0.2333,0.3803,0.8609,9,10,-0.2374,0.3223,0.5304,14,15,-0.2088,0.3123,0.4121,19,20,-0.1491,0.2925,0.3346,24,25,-0.1551,0.2694,0.4369,29,30,-0.0153,0.1728,0.3222,51,202
"has_aeropuerto",-0.3515,1.0797,0.1601,9,10,0.0046,0.7464,0.4241,14,15,0.051,0.5869,0.6766,19,20,0.1573,0.486,0.7006,24,25,0.1813,0.4204,0.9472,29,30,0.0121,0.2288,0.249,51,202
"has_aeropuerto_internacional",0.1939,0.2675,0.376,9,10,0.1749,0.2332,0.4996,14,15,0.1854,0.2357,0.6092,19,20,0.3471,0.2167,0.9765,24,25,0.3777,0.2081,0.4765,29,30,0.1508,0.1505,0.0067,51,202
"has_estacion_ferrocarril",0,0.0782,0.2832,9,10,0.0735,0.0458,0.3923,14,15,0.0701,0.0481,0.331,19,20,0.0779,0.071,0.4729,24,25,0.1031,0.0973,0.7636,29,30,0.1712,0.0949,0.6455,51,202
"has_terminal_multimodal",0.1939,0.2675,0.376,9,10,0.3313,0.2365,0.6812,14,15,0.2334,0.2374,0.1306,19,20,0.1961,0.222,0.1545,24,25,0.1589,0.2027,0.1409,29,30,-0.0699,0.1168,0.8386,51,202
"has_zona_industrial",-0.6364,1.0463,0.2672,9,10,-0.4265,0.7081,0.2338,14,15,-0.2857,0.539,0.2219,19,20,-0.1916,0.4356,0.2258,24,25,-0.1274,0.3639,0.2383,29,30,0.0327,0.1951,0.8675,51,202
"has_atractivo_turistico",-0.6758,0.6595,0.1771,9,10,-0.2152,0.5118,0.0794,14,15,-0.0967,0.4603,0.2654,19,20,0.0046,0.4197,0.3641,24,25,0.1056,0.3844,0.4527,29,30,0.065,0.2214,0.8891,51,202
"has_hotel",0,0,NA,9,10,0.0593,0.0532,0.3419,14,15,0.0281,0.0663,0.3249,19,20,-0.02,0.08,0.2182,24,25,-0.0492,0.0586,0.2531,29,30,-0.0286,0.0679,0.8998,51,202
"has_tourism",-0.6758,0.5098,0.1587,9,10,-0.3266,0.4438,0.0841,14,15,-0.338,0.3806,0.2064,19,20,-0.2719,0.3449,0.1738,24,25,-0.2014,0.3232,0.1599,29,30,0.0329,0.1713,0.7367,51,202
"dist_gasproc_cent",-327.7833,757.9903,0.9958,9,10,-261.3561,642.273,0.6181,14,15,-232.9407,600.649,0.6023,19,20,-223.283,559.6099,0.6179,24,25,-188.2602,519.7943,0.5648,29,30,-112.0293,270.4317,0.2567,51,202
"nearest_gasproc_cent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_gasproc_25km_cent",0,0,NA,9,10,0,0,NA,14,15,-0.0273,0.0242,0.3068,19,20,0.008,0.0279,0.2041,24,25,0.0141,0.0378,0.7045,29,30,0.0038,0.0429,0.3163,51,202
"n_gasproc_50km_cent",0,0.0782,0.2832,9,10,0.0735,0.0458,0.3923,14,15,0.0429,0.0638,0.2625,19,20,0.0859,0.0784,0.8429,24,25,0.1045,0.1118,0.737,29,30,0.0976,0.1097,0.1605,51,202
"n_gasproc_100km_cent",0,0.0782,0.2832,9,10,0.0735,0.0458,0.3923,14,15,0.0429,0.0638,0.2625,19,20,0.0859,0.0784,0.8429,24,25,0.0843,0.1131,0.6302,29,30,0.1692,0.1264,0.1944,51,202
"dist_maritime_cent",-57.118,75.1735,0.9251,9,10,-61.1783,56.1426,0.2517,14,15,-25.3933,49.8554,0.0757,19,20,14.9935,48.5104,0.067,24,25,31.3399,52.9862,0.3079,29,30,27.9276,50.6436,0.193,51,202
"nearest_maritime_cent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_maritime_25km_cent",0.0667,0.1426,0.1275,9,10,0.1131,0.1091,0.5981,14,15,0.0508,0.1143,0.1794,19,20,0.0293,0.0923,0.2317,24,25,0.0283,0.0974,0.4801,29,30,0.0226,0.106,0.7725,51,202
"n_maritime_50km_cent",0.0667,0.1426,0.1275,9,10,0.1131,0.1091,0.5981,14,15,0.0508,0.1143,0.1794,19,20,0.0293,0.0923,0.2317,24,25,0.0529,0.1005,0.6644,29,30,0.0279,0.1115,0.7152,51,202
"n_maritime_100km_cent",0.0667,0.1426,0.1275,9,10,0.1131,0.1091,0.5981,14,15,0.0508,0.1143,0.1794,19,20,0.0098,0.0948,0.1632,24,25,0.0126,0.1024,0.5302,29,30,0.1199,0.1203,0.9448,51,202
"dist_petrochem_cent",-424.8107,1117.168,0.936,9,10,-316.3599,917.7434,0.6465,14,15,-241.2676,842.3902,0.6217,19,20,-181.4924,777.6091,0.6288,24,25,-113.8284,718.3055,0.6103,29,30,-30.0017,378.8336,0.5684,51,202
"nearest_petrochem_cent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_petrochem_25km_cent",0,0,NA,9,10,0,0,NA,14,15,-0.1026,0.0663,0.1346,19,20,-0.1002,0.0386,0.4027,24,25,-0.046,0.0926,0.1825,29,30,0.0735,0.0938,0.2353,51,202
"n_petrochem_50km_cent",0.2182,0.2516,0.6405,9,10,0.2103,0.2643,0.4404,14,15,0.101,0.2758,0.2244,19,20,0.0388,0.2577,0.3346,24,25,0.0685,0.2694,0.6747,29,30,0.1331,0.1465,0.2856,51,202
"n_petrochem_100km_cent",0.5394,0.7224,0.3116,9,10,0.1208,0.6271,0.2313,14,15,-0.0531,0.5656,0.4502,19,20,-0.0977,0.5069,0.7067,24,25,-0.0798,0.4767,0.9559,29,30,0.0963,0.2838,0.8004,51,202
"dist_refinery_cent",-344.713,738.4465,0.9478,9,10,-292.2353,635.6481,0.5894,14,15,-254.3455,596.5905,0.5529,19,20,-223.7686,555.5566,0.5481,24,25,-174.708,515.2401,0.502,29,30,-47.6188,268.169,0.2905,51,202
"nearest_refinery_cent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_refinery_25km_cent",-0.0545,0.0303,0.3328,9,10,-0.05,0.065,0.5463,14,15,0.0252,0.0787,0.2133,19,20,0.0595,0.0672,0.471,24,25,0.0803,0.0771,0.8948,29,30,0.018,0.0808,0.07,51,202
"n_refinery_50km_cent",0.2364,0.3718,0.3766,9,10,0.2492,0.3621,0.6265,14,15,0.399,0.329,0.7017,19,20,0.4061,0.3,0.3161,24,25,0.3867,0.28,0.1648,29,30,0.0989,0.1193,8e-04,51,202
"n_refinery_100km_cent",0.8303,0.5908,0.1855,9,10,0.5356,0.5277,0.0762,14,15,0.4954,0.4676,0.1389,19,20,0.4416,0.4206,0.1309,24,25,0.3899,0.385,0.1151,29,30,0.0999,0.2442,0.3294,51,202
"dist_storage_cent",-116.0881,125.811,0.1506,9,10,-81.7734,90.5627,0.1118,14,15,-64.0921,72.1355,0.1106,19,20,-53.2936,60.1455,0.113,24,25,-48.0008,51.7009,0.1208,29,30,-18.1941,26.3591,0.0553,51,202
"nearest_storage_cent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_storage_25km_cent",2.1061,3.3203,0.4461,9,10,1.4249,2.7026,0.3361,14,15,1.0629,2.2767,0.3941,19,20,0.9357,1.9738,0.4235,24,25,0.7702,1.7607,0.4162,29,30,0.4316,0.6847,0.2732,51,202
"n_storage_50km_cent",4.6727,3.9013,0.2592,9,10,2.4951,3.5344,0.1162,14,15,2.1478,3.1388,0.2507,19,20,1.7483,2.7877,0.2515,24,25,1.3703,2.5065,0.2481,29,30,-0.1346,1.3728,0.8862,51,202
"n_storage_100km_cent",9.3424,6.1198,0.0624,9,10,4.9168,5.294,0.0272,14,15,3.9287,4.7297,0.1132,19,20,3.2425,4.2687,0.1534,24,25,2.5024,3.9132,0.16,29,30,-0.1845,2.3081,0.7583,51,202
"dist_any_cent",-116.1052,125.8111,0.1507,9,10,-81.7836,90.5629,0.1118,14,15,-63.5221,72.1366,0.1089,19,20,-52.9636,60.1458,0.1142,24,25,-47.9112,51.7036,0.1233,29,30,-19.3697,26.3448,0.0535,51,202
"n_any_25km_cent",2.1182,3.3148,0.4798,9,10,1.488,2.7019,0.3326,14,15,1.0091,2.2834,0.3532,19,20,0.9323,1.976,0.4257,24,25,0.8469,1.7723,0.4455,29,30,0.5494,0.7137,0.1528,51,202
"n_any_50km_cent",5.1939,3.9199,0.2461,9,10,3.1412,3.6004,0.0983,14,15,2.7415,3.2329,0.1843,19,20,2.3085,2.8907,0.1804,24,25,1.9829,2.6168,0.1838,29,30,0.2229,1.4039,0.5374,51,202
"n_any_100km_cent",10.7788,7.2985,0.0838,9,10,5.7598,6.3497,0.0349,14,15,4.4647,5.6754,0.1196,19,20,3.6822,5.1224,0.1676,24,25,2.9093,4.6812,0.1818,29,30,0.3009,2.712,0.6602,51,202
"dist_gasproc_edge",-309.7621,730.5686,0.9594,9,10,-254.8908,613.5056,0.6311,14,15,-230.637,570.4034,0.6024,19,20,-222.9306,529.5922,0.6116,24,25,-189.4616,490.7587,0.5523,29,30,-108.907,258.8928,0.2439,51,202
"nearest_gasproc_edge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_gasproc_25km_edge",0,0,NA,9,10,0,0,NA,14,15,-0.0545,0.0484,0.3068,19,20,-0.0166,0.0355,0.1947,24,25,0.0037,0.0676,0.4894,29,30,0.0887,0.0988,0.2908,51,202
"n_gasproc_50km_edge",0,0.0782,0.2832,9,10,0.0735,0.0458,0.3923,14,15,0.0429,0.0638,0.2625,19,20,0.0859,0.0784,0.8429,24,25,0.0843,0.1131,0.6302,29,30,0.1619,0.1208,0.1498,51,202
"n_gasproc_100km_edge",0,0.0782,0.2832,9,10,0.0735,0.0458,0.3923,14,15,0.0429,0.0638,0.2625,19,20,0.0859,0.0784,0.8429,24,25,0.0843,0.1131,0.6302,29,30,0.2178,0.1524,0.1923,51,202
"dist_maritime_edge",-30.8006,93.4506,0.7829,9,10,-44.63,73.887,0.6713,14,15,-14.3711,66.7562,0.35,19,20,21.5532,63.4799,0.2918,24,25,35.8548,64.8136,0.5666,29,30,31.8237,52.9878,0.1527,51,202
"nearest_maritime_edge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_maritime_25km_edge",0.0667,0.1426,0.1275,9,10,0.1131,0.1091,0.5981,14,15,0.0508,0.1143,0.1794,19,20,0.0293,0.0923,0.2317,24,25,0.0529,0.1005,0.6644,29,30,0.015,0.1113,0.7362,51,202
"n_maritime_50km_edge",0.1939,0.2675,0.376,9,10,0.2719,0.23,0.5208,14,15,0.2054,0.2239,0.1898,19,20,0.1722,0.2024,0.1831,24,25,0.1835,0.1945,0.2868,29,30,0.0969,0.1252,0.6766,51,202
"n_maritime_100km_edge",0.1939,0.2675,0.376,9,10,0.3269,0.2311,0.4069,14,15,0.2054,0.2305,0.086,19,20,0.1201,0.2093,0.0815,24,25,0.0939,0.198,0.1824,29,30,0.1175,0.1396,0.6739,51,202
"dist_petrochem_edge",-423.2429,1076.0155,0.9132,9,10,-328.527,876.154,0.6411,14,15,-257.0306,798.9581,0.6017,19,20,-198.8917,734.2044,0.6011,24,25,-130.7399,676.0473,0.5755,29,30,-29.5027,364.4811,0.5523,51,202
"nearest_petrochem_edge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_petrochem_25km_edge",0.2182,0.2516,0.6405,9,10,0.2103,0.2643,0.4404,14,15,0.0571,0.2751,0.2053,19,20,0.0403,0.252,0.4762,24,25,0.0903,0.262,0.829,29,30,0.1528,0.1394,0.2163,51,202
"n_petrochem_50km_edge",0.3848,0.3281,0.319,9,10,0.1334,0.3106,0.1025,14,15,-0.0657,0.2872,0.1299,19,20,-0.1546,0.2667,0.4322,24,25,-0.1285,0.2846,0.9818,29,30,0.0467,0.1953,0.8436,51,202
"n_petrochem_100km_edge",0.8667,0.6034,0.0726,9,10,0.3884,0.5296,0.0365,14,15,0.169,0.489,0.1224,19,20,0.091,0.4443,0.2727,24,25,0.0839,0.4265,0.4903,29,30,0.1883,0.2844,0.615,51,202
"dist_refinery_edge",-333.5983,701.365,0.9706,9,10,-291.4743,600.3379,0.5868,14,15,-254.8666,561.0494,0.5366,19,20,-226.1893,520.8728,0.5283,24,25,-178.5442,482.0199,0.4775,29,30,-44.0324,255.4222,0.2744,51,202
"nearest_refinery_edge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_refinery_25km_edge",-0.0909,0.0525,0.6505,9,10,-0.0471,0.0674,0.0669,14,15,0.0979,0.0741,0.0228,19,20,0.1696,0.0704,0.3351,24,25,0.2189,0.0942,0.9486,29,30,0.0711,0.0921,0.0028,51,202
"n_refinery_50km_edge",0.2909,0.3784,0.5106,9,10,0.3624,0.3712,0.6145,14,15,0.4808,0.348,0.5,19,20,0.48,0.3265,0.2276,24,25,0.4786,0.3103,0.1442,29,30,0.2664,0.1387,3e-04,51,202
"n_refinery_100km_edge",0.8303,0.5908,0.1855,9,10,0.5356,0.5277,0.0762,14,15,0.4954,0.4676,0.1389,19,20,0.4416,0.4206,0.1309,24,25,0.3899,0.385,0.1151,29,30,0.1121,0.2438,0.3127,51,202
"dist_storage_edge",-91.7554,128.567,0.2171,9,10,-65.3396,88.2398,0.1868,14,15,-49.9497,67.5022,0.1685,19,20,-41.1912,54.7128,0.1653,24,25,-36.9188,46.0386,0.1719,29,30,-11.7623,22.1426,0.0963,51,202
"nearest_storage_edge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_storage_25km_edge",2.5818,3.6205,0.379,9,10,1.3499,3.1359,0.2989,14,15,1.1352,2.6904,0.474,19,20,1.0124,2.3568,0.4913,24,25,0.8422,2.1049,0.4744,29,30,-0.0866,1.1491,0.8582,51,202
"n_storage_50km_edge",4.8879,4.3016,0.3226,9,10,2.6274,3.8569,0.1325,14,15,2.2981,3.3835,0.266,19,20,1.9211,2.9876,0.2732,24,25,1.5008,2.6701,0.2476,29,30,-0.3128,1.5164,0.8306,51,202
"n_storage_100km_edge",9.1636,7.0381,0.0978,9,10,4.8009,5.9775,0.0514,14,15,3.8197,5.2467,0.1604,19,20,3.1237,4.6791,0.2003,24,25,2.4073,4.2449,0.2064,29,30,-0.0886,2.5209,0.8329,51,202
"dist_any_edge",-91.7554,128.567,0.2171,9,10,-65.3396,88.2398,0.1868,14,15,-49.6038,67.5018,0.167,19,20,-40.879,54.7127,0.166,24,25,-36.7858,46.0378,0.1748,29,30,-12.776,22.1346,0.0938,51,202
"n_any_25km_edge",2.7758,3.5198,0.3844,9,10,1.6262,3.0755,0.2696,14,15,1.2866,2.6531,0.3842,19,20,1.235,2.3226,0.4388,24,25,1.208,2.0882,0.4535,29,30,0.2408,1.1723,0.5391,51,202
"n_any_50km_edge",5.7576,4.4063,0.3061,9,10,3.4686,3.9365,0.0934,14,15,2.9614,3.4522,0.1645,19,20,2.5045,3.0525,0.1728,24,25,2.1187,2.7365,0.1654,29,30,0.2591,1.5628,0.5175,51,202
"n_any_100km_edge",11.0545,8.0846,0.1026,9,10,6.1253,6.9317,0.0459,14,15,4.7324,6.0977,0.1281,19,20,3.8624,5.4435,0.1685,24,25,3.0593,4.9288,0.1817,29,30,0.5471,2.9077,0.6853,51,202
"n_hosted",0.1364,0.2598,0.5062,9,10,0.3127,0.2641,0.9387,14,15,0.2132,0.2823,0.1859,19,20,0.2471,0.2482,0.3562,24,25,0.3331,0.2858,0.5665,29,30,0.1631,0.239,0.0074,51,202
"hosts_any",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"km_ferrocarril_total",-37.0527,59.5937,0.9506,9,10,-29.9803,43.3944,0.3771,14,15,-24.6549,37.8379,0.3404,19,20,-19.0617,34.0004,0.3008,24,25,-12.094,31.1432,0.2519,29,30,3.5541,20.3546,0.7075,51,202
"km_ferrocarril_operacion",-22.894,50.134,0.8881,9,10,-20.7554,41.0711,0.5728,14,15,-16.8965,38.3402,0.5272,19,20,-11.8092,35.3892,0.4742,24,25,-5.2819,32.811,0.4173,29,30,1.4484,21.5463,0.9555,51,202
"km_ferrocarril_sin_uso",-14.1587,17.8488,0.5472,9,10,-9.2249,16.5795,0.3602,14,15,-7.7584,14.5629,0.4167,19,20,-7.2525,12.6992,0.4378,24,25,-6.8121,11.1687,0.4168,29,30,2.1057,6.7228,0.3385,51,202
