"covariate","coef_h10","se_h10","pval_h10","n_l_h10","n_r_h10","coef_h15","se_h15","pval_h15","n_l_h15","n_r_h15","coef_h20","se_h20","pval_h20","n_l_h20","n_r_h20","coef_h25","se_h25","pval_h25","n_l_h25","n_r_h25","coef_h30","se_h30","pval_h30","n_l_h30","n_r_h30","coef_h174.11_OPT","se_h174.11_OPT","pval_h174.11_OPT","n_l_h174.11_OPT","n_r_h174.11_OPT"
"n_estacion_bomberos",0,0,NA,9,10,-0.0412,0.0169,0.8167,14,15,0.001,0.0641,0.0961,19,20,0.0602,0.0563,0.1449,24,25,0.0442,0.0672,0.8343,29,30,0.1563,0.0951,0.2344,37,175
"n_hospital",5.4848,9.6383,0.4217,9,10,3.259,9.6885,0.518,14,15,0.8318,9.9918,0.5857,19,20,-0.6753,8.7971,0.6266,24,25,-2.1856,7.8477,0.6638,29,30,-2.8552,4.2598,0.8433,37,175
"n_emergencia_medica",0.7212,0.7641,0.7743,9,10,0.699,0.801,0.4161,14,15,0.5838,0.7876,0.3144,19,20,0.461,0.7453,0.2896,24,25,0.3704,0.6955,0.3018,29,30,0.0221,0.2086,0.7186,37,175
"n_primeros_auxilios",0,0,NA,9,10,0.1451,0.1557,0.1539,14,15,0.1494,0.0729,0.1979,19,20,0.0139,0.1772,0.1071,24,25,-0.065,0.1844,0.2048,29,30,-0.0807,0.0997,0.0985,37,175
"n_universidad",23.2636,24.0149,0.9523,9,10,17.7368,25.19,0.3333,14,15,13.3714,24.6129,0.3843,19,20,11.5795,23.0482,0.4312,24,25,7.6901,21.5229,0.3686,29,30,-3.8636,8.2798,0.5821,37,175
"n_centro_investigacion",0.0636,0.0996,0.4963,9,10,-0.0441,0.1576,0.4652,14,15,-0.0397,0.1075,0.6988,19,20,-0.015,0.0617,0.316,24,25,3e-04,0.0919,0.6707,29,30,0.1293,0.1977,0.9564,37,175
"n_atractivo_turistico",4.7273,5.2593,0.8636,9,10,3.6188,4.9434,0.3645,14,15,2.3416,4.6813,0.3271,19,20,1.6415,4.3292,0.3733,24,25,1.094,4.1096,0.4065,29,30,-0.8231,2.1414,0.5223,37,175
"n_hotel_motel",11.5636,13.3347,0.6405,9,10,11.1456,14.0086,0.4404,14,15,9.9398,13.7886,0.3897,19,20,8.8753,13.0805,0.3748,24,25,8.0362,12.2322,0.3632,29,30,1.6368,3.4416,0.2795,37,175
"n_museo",3.4273,2.4406,0.6827,9,10,3.1617,2.8776,0.3225,14,15,1.8341,2.5417,0.1237,19,20,1.3064,2.4487,0.1911,24,25,0.3701,2.2129,0.1208,29,30,-1.0937,1.768,0.645,37,175
"n_monumento_historico",1.6455,1.7636,0.9861,9,10,1.0867,1.9559,0.3527,14,15,1.6055,1.6265,0.5071,19,20,2.357,1.7544,0.7658,24,25,2.377,1.704,0.3377,29,30,0.1005,1.5373,0.0388,37,175
"n_centro_cultural",0.6667,0.5321,0.6301,9,10,0.7928,0.5981,0.514,14,15,0.6139,0.5998,0.1645,19,20,0.6294,0.6932,0.3605,24,25,0.3751,0.5315,0.0632,29,30,-0.4524,0.5152,0.2317,37,175
"n_centro_convenciones",0.3182,0.2683,0.5862,9,10,0.4213,0.3225,0.5726,14,15,0.3116,0.3223,0.1957,19,20,0.289,0.3283,0.2946,24,25,0.1463,0.2841,0.077,29,30,-0.2084,0.3156,0.4308,37,175
"n_lugar_esparcimiento",0.7909,1.4031,0.6284,9,10,0.4477,1.4102,0.8932,14,15,-0.453,1.0546,0.2251,19,20,-0.4202,1.3323,0.9647,24,25,-0.5969,1.1602,0.8964,29,30,-0.989,1.5733,0.6227,37,175
"n_mirador",0.2182,0.2985,0.8661,9,10,0.3976,0.2887,0.7279,14,15,0.3883,0.2945,0.2972,19,20,0.4087,0.3143,0.3395,24,25,0.4121,0.3226,0.2454,29,30,0.2682,0.2237,0.0509,37,175
"n_parque_diversiones",0.2364,0.3656,0.3213,9,10,0.3628,0.2932,0.8908,14,15,0.3727,0.295,0.4106,19,20,0.3662,0.3261,0.2999,24,25,0.2152,0.3052,0.0768,29,30,0.1501,0.3028,0.7278,37,175
"n_parque_animal",0.2212,0.2314,0.0725,9,10,-0.012,0.1499,0.0087,14,15,-0.1162,0.1752,0.3497,19,20,-0.1417,0.1821,0.8155,24,25,-0.1255,0.1963,0.6132,29,30,-0.0951,0.2046,0.8788,37,175
"n_campo_golf",0.2303,0.2665,0.2982,9,10,0.3602,0.3596,0.7523,14,15,0.0071,0.3573,0.0818,19,20,-0.0993,0.3073,0.271,24,25,-0.2723,0.2349,0.158,29,30,-0.4551,0.3078,0.7456,37,175
"n_restaurante",10.6909,12.3283,0.6405,9,10,10.3044,12.9513,0.4404,14,15,9.1636,12.7479,0.3879,19,20,8.1113,12.0921,0.3692,24,25,7.2451,11.3078,0.3591,29,30,1.5968,3.1571,0.3225,37,175
"n_balneario",1.0273,1.1656,0.792,9,10,0.4954,0.8613,0.1525,14,15,0.2845,0.939,0.5768,19,20,0.2341,0.8182,0.568,24,25,-5e-04,1.1499,0.5519,29,30,-0.4943,1.0923,0.6231,37,175
"n_ex_hacienda",1.0727,1.5996,0.802,9,10,0.9342,1.6807,0.5641,14,15,0.7598,1.6221,0.5088,19,20,0.6178,1.5264,0.5081,24,25,0.4748,1.429,0.5042,29,30,0.0922,0.5206,0.8219,37,175
"n_presa_turistica",0.3364,1.2481,0.6925,9,10,-0.0915,1.3866,0.7942,14,15,-0.4848,1.0539,0.7115,19,20,-0.6074,0.9017,0.938,24,25,-0.6711,0.8416,0.7351,29,30,-0.6628,0.7588,0.1697,37,175
"n_area_natural_protegida",1.1758,2.2547,0.8982,9,10,1.1267,2.3146,0.643,14,15,0.8293,2.2501,0.5524,19,20,0.4141,2.121,0.4899,24,25,0.2492,1.9577,0.5746,29,30,0.0918,0.7537,0.6082,37,175
"n_zona_arqueologica",0.0667,0.1192,0.2633,9,10,0.0919,0.2174,0.6544,14,15,0.1009,0.1548,0.6474,19,20,0.0914,0.2652,0.5985,24,25,0.0643,0.2766,0.601,29,30,-0.0461,0.1962,0.0161,37,175
"n_lago_laguna",0.0091,0.4684,0.9522,9,10,0.1791,0.3058,0.7138,14,15,0.2152,0.3097,0.812,19,20,0.2967,0.3956,0.9494,24,25,0.4398,0.3934,0.9781,29,30,0.0604,0.5404,0.4366,37,175
"n_cascada",0.1,0.1032,0.3328,9,10,0.0154,0.1349,0.3048,14,15,-0.0263,0.1004,0.5091,19,20,-0.003,0.0496,0.8471,24,25,-0.0276,0.0346,0.4236,29,30,-0.0575,0.1175,0.6064,37,175
"n_pueblo_magico",0,0,NA,9,10,0,0,NA,14,15,0,0,NA,19,20,0,0,NA,24,25,0,0,NA,29,30,-0.052,0.0199,0.1655,37,175
"n_cenote",0,0,NA,9,10,0,0,NA,14,15,0,0,NA,19,20,0,0,NA,24,25,0,0,NA,29,30,0.0449,0.0498,0.271,37,175
"n_gruta",0,0,NA,9,10,0.0484,0.0641,0.2728,14,15,0.0368,0.0427,0.3614,19,20,0.0052,0.0722,0.3118,24,25,-0.0167,0.0624,0.3105,29,30,-0.0473,0.0159,0.2445,37,175
"n_ruinas",0,0,NA,9,10,0,0,NA,14,15,0,0,NA,19,20,0,0,NA,24,25,0,0,NA,29,30,0.0044,0.0192,0.1824,37,175
"n_teleferico_funicular",0,0,NA,9,10,0,0,NA,14,15,0,0,NA,19,20,0,0,NA,24,25,0,0,NA,29,30,0.0115,0.0099,0.9086,37,175
"n_museo_historia",1.4879,1.2168,0.7577,9,10,1.8016,1.231,0.4553,14,15,1.2212,1.218,0.1,19,20,0.8846,1.2075,0.136,24,25,0.4969,1.0467,0.0767,29,30,-0.3755,0.6097,0.1101,37,175
"n_museo_arte",1.5727,1.1994,0.5765,9,10,1.0282,1.5234,0.2702,14,15,0.4884,1.2361,0.2406,19,20,0.4653,1.1108,0.3985,24,25,0.1791,1.1004,0.3348,29,30,-0.3747,1.0028,0.8372,37,175
"n_museo_ciencia",0.3667,0.2641,0.8569,9,10,0.2132,0.4491,0.4365,14,15,-0.0281,0.2993,0.1072,19,20,-0.2043,0.2555,0.1522,24,25,-0.3596,0.2369,0.288,29,30,-0.1838,0.3742,0.0989,37,175
"n_museo_ninos",0,0,NA,9,10,0.1187,0.1064,0.3419,14,15,0.1526,0.1386,0.8652,19,20,0.1609,0.162,0.548,24,25,0.0537,0.1283,0.0372,29,30,-0.1597,0.1038,0.0152,37,175
"n_turismo_historico",1.1394,1.5993,0.867,9,10,1.0261,1.6856,0.6049,14,15,0.8607,1.628,0.4827,19,20,0.7093,1.5466,0.4572,24,25,0.5391,1.4545,0.4499,29,30,-0.0015,0.5582,0.3369,37,175
"n_turismo_natural",2.2242,2.7025,0.7375,9,10,2.1153,2.5313,0.4168,14,15,1.5838,2.3934,0.2945,19,20,1.203,2.2376,0.3155,24,25,1.1257,2.0604,0.3748,29,30,0.3011,0.9261,0.1697,37,175
"n_turismo_cultural",5.7394,4.5832,0.7896,9,10,5.0411,5.1354,0.3249,14,15,4.0536,4.4265,0.1882,19,20,4.2928,4.3824,0.3201,24,25,3.1222,3.9393,0.1243,29,30,-1.4456,3.3793,0.1728,37,175
"n_turismo_recreativo",2.7242,2.0333,0.3273,9,10,2.0517,1.8463,0.2625,14,15,0.4833,1.775,0.077,19,20,0.3477,2.0183,0.5061,24,25,-0.3679,2.0462,0.3327,29,30,-1.6037,2.4192,0.4118,37,175
"n_turismo_total",24.0455,23.0641,0.6588,9,10,21.7831,23.6631,0.3666,14,15,16.8453,22.6309,0.2635,19,20,15.2123,21.4265,0.3261,24,25,12.0313,19.9025,0.2607,29,30,-1.9613,8.2937,0.1694,37,175
"has_aduana",0.0667,0.1906,0.3423,9,10,-0.1005,0.1405,0.2891,14,15,-0.0936,0.0816,0.5512,19,20,-0.0862,0.0773,0.2888,24,25,-0.0758,0.1029,0.3669,29,30,0.0089,0.1456,0.7376,37,175
"has_puerto",0,0.0782,0.2832,9,10,0.0857,0.0834,0.1474,14,15,0.1415,0.1283,0.9117,19,20,0.1187,0.141,0.3796,24,25,0.111,0.1424,0.3354,29,30,0.0391,0.1022,0.0212,37,175
"has_puerto_fronterizo",0.0667,0.1906,0.3423,9,10,-0.1005,0.1405,0.2891,14,15,-0.0819,0.0797,0.4084,19,20,-0.0596,0.0767,0.2396,24,25,-0.058,0.101,0.4666,29,30,0.0084,0.1486,0.3476,37,175
"has_aeropuerto",0.1818,0.8216,0.8733,9,10,0.0231,0.6021,0.6551,14,15,-0.156,0.5149,0.6373,19,20,-0.216,0.4647,0.9301,24,25,-0.3009,0.4262,0.9727,29,30,-0.257,0.3101,0.4518,37,175
"has_aeropuerto_internacional",0.2333,0.4596,0.7217,9,10,0.0208,0.2917,0.2454,14,15,-0.1784,0.2661,0.2893,19,20,-0.3261,0.2615,0.5943,24,25,-0.4387,0.2592,0.9144,29,30,-0.2686,0.2235,0.1312,37,175
"has_estacion_ferrocarril",0,0,NA,9,10,0.0286,0.0547,0.2959,14,15,0.0304,0.0278,0.2955,19,20,0.0059,0.0698,0.5711,24,25,0.002,0.0675,0.6321,29,30,0.0775,0.096,0.7048,37,175
"has_terminal_multimodal",0.3182,0.2807,0.8248,9,10,0.2662,0.3093,0.2965,14,15,0.177,0.2791,0.1957,19,20,0.1303,0.2654,0.2838,24,25,0.1287,0.2621,0.4347,29,30,0.0412,0.1392,0.515,37,175
"has_zona_industrial",0.1,0.0932,0.7592,9,10,-0.0016,0.1668,0.4746,14,15,-0.022,0.0986,0.6486,19,20,-0.0254,0.1012,0.8258,24,25,-0.0522,0.1089,0.7448,29,30,-0.0409,0.1449,0.8772,37,175
"has_atractivo_turistico",0.397,0.8969,0.8296,9,10,0.1982,0.6808,0.5154,14,15,0.0913,0.5828,0.5446,19,20,0.0046,0.517,0.6136,24,25,-0.0276,0.4691,0.7165,29,30,-0.0691,0.295,0.938,37,175
"has_hotel",0.2182,0.2516,0.6405,9,10,0.2103,0.2643,0.4404,14,15,0.2151,0.2636,0.4971,19,20,0.2086,0.2479,0.4116,24,25,0.1911,0.235,0.3238,29,30,0,0.0921,0.1067,37,175
"has_tourism",0.4879,0.9644,0.6737,9,10,0.2501,0.7436,0.4705,14,15,0.2308,0.6207,0.5526,19,20,0.1815,0.5278,0.5379,24,25,0.1342,0.4604,0.5023,29,30,-0.0065,0.272,0.5375,37,175
"dist_gasproc_cent",127.1192,294.855,0.8953,9,10,131.7952,217.9916,0.8688,14,15,216.3272,209.2976,0.9441,19,20,247.3472,187.0325,0.505,24,25,213.3936,183.2058,0.1951,29,30,59.0233,169.4564,0.3653,37,175
"nearest_gasproc_cent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_gasproc_25km_cent",0.0667,0.1906,0.3423,9,10,-0.0593,0.1395,0.2984,14,15,-0.0982,0.0482,0.5687,19,20,-0.0974,0.0623,0.3193,24,25,-0.0798,0.089,0.2659,29,30,-0.0816,0.1314,0.5905,37,175
"n_gasproc_50km_cent",0.0667,0.1906,0.3423,9,10,-0.0593,0.1395,0.2984,14,15,-0.1099,0.0512,0.3827,19,20,-0.1041,0.0867,0.2791,24,25,-0.0443,0.1071,0.1399,29,30,-0.0466,0.1962,0.8297,37,175
"n_gasproc_100km_cent",0.0667,0.1906,0.3423,9,10,-0.0593,0.1395,0.2984,14,15,-0.1099,0.0512,0.3827,19,20,-0.1041,0.0867,0.2791,24,25,-0.0443,0.1071,0.1399,29,30,-0.0308,0.2032,0.9995,37,175
"dist_maritime_cent",5.8251,82.5303,0.6691,9,10,-35.3519,73.5263,0.9027,14,15,-56.3849,67.8389,0.9997,19,20,-82.8277,67.4438,0.9461,24,25,-104.1203,64.3231,0.7168,29,30,-35.5066,59.8429,0.2736,37,175
"nearest_maritime_cent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_maritime_25km_cent",0,0.0782,0.2832,9,10,0.0735,0.0458,0.3923,14,15,0.0857,0.0451,0.3835,19,20,0.0759,0.0706,0.3229,24,25,0.0831,0.0913,0.4767,29,30,0.1166,0.0859,0.6232,37,175
"n_maritime_50km_cent",0,0.0782,0.2832,9,10,0.1351,0.0595,0.4197,14,15,0.1015,0.0975,0.1942,19,20,0.0576,0.1053,0.1558,24,25,0.0456,0.1038,0.2685,29,30,0.0439,0.0923,0.7953,37,175
"n_maritime_100km_cent",0,0.0782,0.2832,9,10,0.1351,0.0595,0.4197,14,15,0.1015,0.0975,0.1942,19,20,0.0676,0.1074,0.228,24,25,0.0722,0.1057,0.3684,29,30,0.0745,0.1069,0.9373,37,175
"dist_petrochem_cent",232.1443,373.3534,0.5305,9,10,162.5446,271.6224,0.6476,14,15,214.8862,260.217,0.7132,19,20,194.0187,227.3517,0.3707,24,25,123.2643,223.1069,0.1898,29,30,18.1439,211.3678,0.6426,37,175
"nearest_petrochem_cent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_petrochem_25km_cent",0,0,NA,9,10,0,0,NA,14,15,0,0,NA,19,20,0,0,NA,24,25,0,0,NA,29,30,0.0528,0.0431,0.1646,37,175
"n_petrochem_50km_cent",-0.6,1.0457,0.2512,9,10,-0.4,0.7067,0.2576,14,15,-0.3312,0.5364,0.2781,19,20,-0.2615,0.4329,0.2474,24,25,-0.2056,0.3644,0.2299,29,30,0.0144,0.2428,0.4986,37,175
"n_petrochem_100km_cent",-0.5606,0.9873,0.8918,9,10,-0.4055,0.7388,0.4913,14,15,-0.256,0.6125,0.3676,19,20,-0.1585,0.5261,0.3851,24,25,-0.0568,0.465,0.3731,29,30,0.2008,0.2949,0.9102,37,175
"dist_refinery_cent",74.2223,93.7466,0.6539,9,10,42.6985,91.7511,0.9575,14,15,122.5816,134.1796,0.7115,19,20,151.3227,123.9004,0.7358,24,25,135.5614,134.0052,0.3243,29,30,76.0497,144.764,0.4159,37,175
"nearest_refinery_cent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_refinery_25km_cent",-0.4,0.4939,0.418,9,10,-0.3143,0.4606,0.3209,14,15,-0.2105,0.4023,0.2698,19,20,-0.2021,0.3505,0.3844,24,25,-0.2127,0.3113,0.4395,29,30,-0.0917,0.2188,0.5647,37,175
"n_refinery_50km_cent",-0.1788,0.9692,0.7004,9,10,-0.1065,0.7408,0.8798,14,15,-0.164,0.6208,0.907,19,20,-0.2264,0.5351,0.9183,24,25,-0.2841,0.4694,0.862,29,30,-0.1777,0.2711,0.4164,37,175
"n_refinery_100km_cent",-0.6394,0.6617,0.3731,9,10,-0.3842,0.5108,0.188,14,15,-0.3333,0.454,0.269,19,20,-0.2989,0.4166,0.3012,24,25,-0.2254,0.3846,0.2487,29,30,-0.0575,0.2485,0.4463,37,175
"dist_storage_cent",-10.7188,18.0079,0.2847,9,10,-13.9044,14.1949,0.3858,14,15,-7.9512,12.8187,0.1263,19,20,0.5973,13.2986,0.1288,24,25,5.8795,12.7685,0.253,29,30,7.7943,10.4358,0.3407,37,175
"nearest_storage_cent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_storage_25km_cent",0.8424,2.2502,0.1637,9,10,0.3408,1.5466,0.2759,14,15,0.2686,1.25,0.4715,19,20,0.0521,1.1553,0.5265,24,25,0.1595,1.1136,0.8374,29,30,0.3151,0.8585,0.6538,37,175
"n_storage_50km_cent",-3.497,4.0307,0.5234,9,10,-2.2747,2.8587,0.2051,14,15,-1.8622,2.3298,0.1944,19,20,-1.318,2.0029,0.1602,24,25,-0.7553,1.7887,0.1351,29,30,0.1385,1.1403,0.6976,37,175
"n_storage_100km_cent",-5.7273,8.3682,0.6556,9,10,-4.0218,6.0363,0.3811,14,15,-3.2182,4.9777,0.3069,19,20,-2.4638,4.3331,0.2876,24,25,-1.4408,3.9051,0.2356,29,30,0.1444,2.5151,0.7862,37,175
"dist_any_cent",-10.6825,18.3136,0.2763,9,10,-13.1815,14.5312,0.3822,14,15,-7.0573,13.1567,0.1423,19,20,1.499,13.5314,0.1489,24,25,6.7399,12.9254,0.2876,29,30,8.0332,10.4303,0.2693,37,175
"n_any_25km_cent",0.5091,2.5387,0.2648,9,10,0.0407,1.8468,0.4702,14,15,0.0456,1.5327,0.7331,19,20,-0.1715,1.3821,0.7532,24,25,-0.0499,1.2898,0.9714,29,30,0.3111,0.9534,0.7607,37,175
"n_any_50km_cent",-4.2091,4.6613,0.4787,9,10,-2.7054,3.3454,0.1847,14,15,-2.3657,2.7417,0.201,19,20,-1.8524,2.3502,0.1587,24,25,-1.2437,2.0802,0.1199,29,30,-0.0275,1.2429,0.5149,37,175
"n_any_100km_cent",-6.8606,9.9278,0.6606,9,10,-4.7357,7.1694,0.3742,14,15,-3.8159,5.9193,0.3133,19,20,-2.9577,5.1576,0.2898,24,25,-1.6952,4.6435,0.2318,29,30,0.3314,2.9385,0.7732,37,175
"dist_gasproc_edge",127.9441,291.8013,0.8662,9,10,131.7373,215.9839,0.8448,14,15,214.5661,204.8446,0.926,19,20,245.3705,182.958,0.4966,24,25,213.2489,177.8574,0.1898,29,30,63.5343,164.3315,0.3653,37,175
"nearest_gasproc_edge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_gasproc_25km_edge",0.0667,0.1906,0.3423,9,10,-0.0593,0.1395,0.2984,14,15,-0.0982,0.0482,0.5687,19,20,-0.0774,0.0862,0.2364,24,25,-0.0266,0.1052,0.1874,29,30,-0.0628,0.1946,0.9803,37,175
"n_gasproc_50km_edge",0.0667,0.1906,0.3423,9,10,-0.0593,0.1395,0.2984,14,15,-0.1099,0.0512,0.3827,19,20,-0.1041,0.0867,0.2791,24,25,-0.0443,0.1071,0.1399,29,30,-0.0217,0.2006,0.9755,37,175
"n_gasproc_100km_edge",0.0667,0.1906,0.3423,9,10,-0.0593,0.1395,0.2984,14,15,-0.1099,0.0512,0.3827,19,20,-0.0941,0.1031,0.2693,24,25,-0.0177,0.1192,0.1357,29,30,-0.0176,0.2429,0.9172,37,175
"dist_maritime_edge",4.4698,76.7361,0.5701,9,10,-31.9173,69.5825,0.882,14,15,-52.4782,66.7527,0.9643,19,20,-78.9518,65.638,0.9779,24,25,-98.5961,62.5293,0.7183,29,30,-26.9776,57.9084,0.3029,37,175
"nearest_maritime_edge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_maritime_25km_edge",0,0.0782,0.2832,9,10,0.1351,0.0595,0.4197,14,15,0.1015,0.0975,0.1942,19,20,0.0576,0.1053,0.1558,24,25,0.0456,0.1038,0.2685,29,30,0.037,0.092,0.9195,37,175
"n_maritime_50km_edge",0,0.0782,0.2832,9,10,0.1351,0.0595,0.4197,14,15,0.1111,0.1085,0.3278,19,20,0.0743,0.1097,0.2152,24,25,0.0746,0.1185,0.3489,29,30,0.0374,0.1135,0.6129,37,175
"n_maritime_100km_edge",0.0545,0.0858,0.0565,9,10,0.2483,0.0835,0.6558,14,15,0.2357,0.1387,0.1961,19,20,0.2146,0.1478,0.1549,24,25,0.2175,0.1554,0.1571,29,30,0.0958,0.1252,0.1921,37,175
"dist_petrochem_edge",232.3433,368.0935,0.5092,9,10,165.0784,267.3831,0.6274,14,15,220.0993,254.1521,0.7011,19,20,198.3486,222.0479,0.3494,24,25,126.9767,215.34,0.1686,29,30,23.0591,204.1335,0.6453,37,175
"nearest_petrochem_edge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_petrochem_25km_edge",0,0,NA,9,10,0,0,NA,14,15,-0.0312,0.0195,0.3479,19,20,-0.0215,0.0216,0.3394,24,25,-0.0056,0.0372,0.3142,29,30,0.0908,0.0714,0.2608,37,175
"n_petrochem_50km_edge",-0.7091,1.0466,0.2599,9,10,-0.3985,0.7104,0.1894,14,15,-0.2494,0.5391,0.2106,19,20,-0.1415,0.4339,0.2265,24,25,-0.0447,0.367,0.2413,29,30,0.0881,0.2558,0.8181,37,175
"n_petrochem_100km_edge",-0.5606,0.9873,0.8918,9,10,-0.4055,0.7388,0.4913,14,15,-0.2885,0.6127,0.3742,19,20,-0.1756,0.5264,0.3546,24,25,-0.0568,0.4653,0.3278,29,30,0.2497,0.2965,0.9239,37,175
"dist_refinery_edge",65.8559,88.6483,0.6458,9,10,37.6577,87.4508,0.9093,14,15,118.2459,127.4298,0.6697,19,20,147.682,118.168,0.7628,24,25,133.8419,126.367,0.3259,29,30,81.3102,138.7375,0.4214,37,175
"nearest_refinery_edge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_refinery_25km_edge",-0.4,0.4939,0.418,9,10,-0.2549,0.4636,0.2735,14,15,-0.1825,0.4077,0.3529,19,20,-0.2413,0.3596,0.5819,24,25,-0.2813,0.3174,0.5692,29,30,-0.0993,0.2201,0.6776,37,175
"n_refinery_50km_edge",-0.1788,0.9692,0.7004,9,10,-0.1065,0.7408,0.8798,14,15,-0.1847,0.6213,0.939,19,20,-0.2427,0.5357,0.8878,24,25,-0.272,0.4705,0.7861,29,30,-0.0586,0.2823,0.4679,37,175
"n_refinery_100km_edge",-0.6394,0.6617,0.3731,9,10,-0.3842,0.5108,0.188,14,15,-0.3333,0.454,0.269,19,20,-0.2741,0.4167,0.2636,24,25,-0.1978,0.3844,0.2452,29,30,-0.0751,0.2479,0.5145,37,175
"dist_storage_edge",-12.4514,18.7024,0.269,9,10,-13.2526,13.7823,0.3856,14,15,-8.9447,11.0167,0.1257,19,20,-2.2924,10.7471,0.0892,24,25,2.6964,9.6866,0.1119,29,30,10.1691,7.6088,0.3799,37,175
"nearest_storage_edge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_storage_25km_edge",-0.1909,3.2179,0.2931,9,10,-0.3893,2.3803,0.762,14,15,-0.4175,1.9887,0.9926,19,20,-0.4072,1.7425,0.8899,24,25,-0.1197,1.5644,0.6761,29,30,0.1659,0.9232,0.7906,37,175
"n_storage_50km_edge",-4.3667,5.5532,0.3676,9,10,-2.8833,3.9943,0.2461,14,15,-2.3462,3.2299,0.226,19,20,-1.7284,2.7368,0.2018,24,25,-1.1697,2.3925,0.1825,29,30,-0.3822,1.4987,0.5518,37,175
"n_storage_100km_edge",-6.6545,8.8287,0.5368,9,10,-4.6566,6.2824,0.2996,14,15,-3.5308,5.1266,0.225,19,20,-2.4089,4.4386,0.2057,24,25,-1.3273,3.969,0.1984,29,30,0.3451,2.5756,0.8621,37,175
"dist_any_edge",-12.4514,18.7024,0.269,9,10,-13.2526,13.7823,0.3856,14,15,-8.9447,11.0167,0.1257,19,20,-2.2924,10.7471,0.0892,24,25,2.6964,9.6866,0.1119,29,30,9.8181,7.6003,0.3437,37,175
"n_any_25km_edge",-0.5242,3.4714,0.3749,9,10,-0.5686,2.5877,0.9046,14,15,-0.6278,2.1552,0.9305,19,20,-0.6897,1.8836,0.8266,24,25,-0.3876,1.6821,0.5944,29,30,0.1317,1.0124,0.8281,37,175
"n_any_50km_edge",-5.1879,6.1632,0.354,9,10,-3.3126,4.4495,0.2098,14,15,-2.7792,3.6098,0.2144,19,20,-2.1424,3.066,0.1863,24,25,-1.4561,2.6758,0.1562,29,30,-0.3371,1.6133,0.4985,37,175
"n_any_100km_edge",-7.7333,10.3858,0.5531,9,10,-5.2574,7.4136,0.3059,14,15,-4.0267,6.0629,0.2454,19,20,-2.7381,5.256,0.2181,24,25,-1.3822,4.6947,0.2039,29,30,0.598,2.9826,0.8954,37,175
"n_hosted",-0.0909,1.157,0.6052,9,10,-0.1011,1.0321,0.8872,14,15,-0.2229,0.9057,0.9755,19,20,-0.3277,0.8085,0.9419,24,25,-0.4179,0.7285,0.8997,29,30,-0.4599,0.5198,0.5282,37,175
"hosts_any",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"km_ferrocarril_total",27.6351,42.9964,0.3198,9,10,16.8185,36.2399,0.5014,14,15,11.7343,28.4681,0.3707,19,20,2.5859,27.487,0.3149,24,25,-7.2722,24.5441,0.2924,29,30,-14.3814,14.6894,0.0367,37,175
"km_ferrocarril_operacion",28.0838,42.1332,0.2543,9,10,16.3084,35.7836,0.4702,14,15,9.2191,28.3047,0.3298,19,20,-0.7648,27.4815,0.3159,24,25,-11.2886,24.6818,0.314,29,30,-21.0917,14.4574,0.0327,37,175
"km_ferrocarril_sin_uso",-0.4487,7.6315,0.4906,9,10,0.5101,7.2935,0.8395,14,15,2.5152,6.9546,0.7624,19,20,3.3507,6.5733,0.9921,24,25,4.0164,6.0913,0.8705,29,30,6.7103,4.0113,0.9633,37,175
