"covariate","coef_h10","se_h10","pval_h10","n_l_h10","n_r_h10","coef_h15","se_h15","pval_h15","n_l_h15","n_r_h15","coef_h20","se_h20","pval_h20","n_l_h20","n_r_h20","coef_h25","se_h25","pval_h25","n_l_h25","n_r_h25","coef_h30","se_h30","pval_h30","n_l_h30","n_r_h30","coef_h172.36_OPT","se_h172.36_OPT","pval_h172.36_OPT","n_l_h172.36_OPT","n_r_h172.36_OPT"
"has_hotel",0,0,NA,9,10,-0.0191,0.0244,0.2959,14,15,-0.0312,0.0118,0.5851,19,20,0.0183,0.0505,0.1583,24,25,0.0331,0.0435,0.4137,29,30,0.0054,0.0503,0.391,60,173
"has_tourism",-1.0727,0.2837,4e-04,9,10,-0.7287,0.295,0,14,15,-0.5728,0.27,2e-04,19,20,-0.4161,0.25,5e-04,24,25,-0.3864,0.2445,0.0058,29,30,0.0341,0.1589,0.3605,60,173
"dist_gasproc_cent",224.3176,458.7136,0.5395,9,10,153.4247,339.6566,0.511,14,15,24.4344,231.5804,0.2205,19,20,-46.1165,223.8739,0.3583,24,25,-103.3342,225.5768,0.525,29,30,-98.9183,210.0346,0.2844,60,173
"nearest_gasproc_cent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_gasproc_25km_cent",-0.0545,0.0303,0.3328,9,10,-0.0103,0.0602,0.3048,14,15,0.0312,0.052,0.3037,19,20,0.0523,0.0246,0.3627,24,25,0.069,0.0215,0.7042,29,30,0.0265,0.0584,0.2898,60,173
"n_gasproc_50km_cent",-0.2091,0.4493,0.4625,9,10,-0.1898,0.2986,0.6209,14,15,-0.1061,0.2694,0.3714,19,20,-0.0506,0.2444,0.3771,24,25,-0.0275,0.2312,0.4765,29,30,0.0459,0.1769,0.991,60,173
"n_gasproc_100km_cent",-0.2091,0.4493,0.4625,9,10,-0.1898,0.2986,0.6209,14,15,-0.1373,0.2701,0.4101,19,20,-0.0721,0.2453,0.3351,24,25,-0.0687,0.24,0.4922,29,30,0.1417,0.1974,0.8203,60,173
"dist_maritime_cent",-58.2274,153.2505,0.249,9,10,-4.4509,133.3144,0.3865,14,15,3.4178,141.6552,0.8043,19,20,5.8821,137.6031,0.8851,24,25,13.15,131.372,0.8924,29,30,28.1586,76.8364,0.5744,60,173
"nearest_maritime_cent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_maritime_25km_cent",-0.1545,0.4462,0.5003,9,10,-0.1795,0.2799,0.7588,14,15,-0.1092,0.2574,0.3656,19,20,-0.0694,0.2408,0.4246,24,25,-0.0788,0.2326,0.6141,29,30,-0.042,0.1513,0.4965,60,173
"n_maritime_50km_cent",-0.1545,0.4462,0.5003,9,10,-0.1795,0.2799,0.7588,14,15,-0.1092,0.2574,0.3656,19,20,-0.0694,0.2408,0.4246,24,25,-0.0788,0.2326,0.6141,29,30,-0.0238,0.1554,0.4646,60,173
"n_maritime_100km_cent",-0.1545,0.4462,0.5003,9,10,-0.2119,0.2813,0.8462,14,15,-0.1637,0.2596,0.3767,19,20,-0.0981,0.2455,0.3124,24,25,-0.0756,0.2388,0.4213,29,30,0.0928,0.1662,0.7863,60,173
"dist_petrochem_cent",215.7264,461.7482,0.2652,9,10,92.802,383.0442,0.5817,14,15,-61.0889,275.6055,0.3391,19,20,-132.145,287.7759,0.6221,24,25,-186.3629,295.2153,0.8466,29,30,-47.1707,279.365,0.3874,60,173
"nearest_petrochem_cent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_petrochem_25km_cent",-0.2,0.077,0.0983,9,10,-0.0574,0.1713,0.1824,14,15,0.1078,0.1466,0.1351,19,20,0.1952,0.072,0.1488,24,25,0.2371,0.0507,0.9114,29,30,0.1002,0.1437,0.1975,60,173
"n_petrochem_50km_cent",-0.1545,0.1409,0.1888,9,10,-0.1249,0.2768,0.6927,14,15,0.0498,0.2165,0.2762,19,20,0.1759,0.1173,0.1009,24,25,0.2569,0.0951,0.3536,29,30,0.1013,0.223,0.478,60,173
"n_petrochem_100km_cent",-0.1424,0.6761,0.9137,9,10,0.0556,0.6525,0.8079,14,15,0.2594,0.5877,0.8138,19,20,0.2484,0.5154,0.8347,24,25,0.2958,0.4684,0.7877,29,30,0.104,0.3116,0.5062,60,173
"dist_refinery_cent",175.0814,333.7506,0.1697,9,10,63.9662,258.7992,0.395,14,15,-69.9101,144.7487,0.1083,19,20,-150.5027,154.4858,0.3712,24,25,-201.9846,168.4374,0.786,29,30,-68.7162,195.7962,0.1868,60,173
"nearest_refinery_cent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_refinery_25km_cent",-0.5273,1.0715,0.2666,9,10,-0.2515,0.7402,0.2973,14,15,-0.1143,0.5785,0.3748,19,20,-0.0448,0.4801,0.4744,24,25,-4e-04,0.4152,0.5677,29,30,-0.0358,0.1733,0.914,60,173
"n_refinery_50km_cent",-0.3333,0.8752,0.3196,9,10,-0.2058,0.6931,0.49,14,15,-0.1872,0.5852,0.5859,19,20,-0.1787,0.5061,0.5722,24,25,-0.1027,0.4503,0.4736,29,30,-0.0295,0.2177,0.7579,60,173
"n_refinery_100km_cent",-0.1667,0.895,0.3354,9,10,-0.0704,0.6926,0.7041,14,15,-0.016,0.5836,0.784,19,20,-0.0779,0.5094,0.9325,24,25,-0.0585,0.4569,0.8361,29,30,-0.0458,0.2412,0.8547,60,173
"dist_storage_cent",2.7191,20.7646,0.9958,9,10,11.4298,18.7721,0.7381,14,15,-7.5065,20.2066,0.1868,19,20,-17.3778,16.7292,0.3293,24,25,-21.9834,13.4925,0.781,29,30,-11.7325,13.8411,0.0754,60,173
"nearest_storage_cent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_storage_25km_cent",-0.5606,1.2101,0.6823,9,10,-0.2507,0.7813,0.5132,14,15,-0.1504,0.6942,0.5056,19,20,-0.1768,0.6277,0.6876,24,25,-0.0727,0.667,0.5954,29,30,0.1715,0.6742,0.7145,60,173
"n_storage_50km_cent",1.9758,2.3735,0.9027,9,10,1.3279,2.0728,0.2505,14,15,0.9044,1.8996,0.2991,19,20,0.0617,1.7533,0.2391,24,25,-0.0995,1.6573,0.481,29,30,-0.7844,1.0287,0.6512,60,173
"n_storage_100km_cent",-1.4758,4.6478,0.1899,9,10,-1.2117,4.46,0.6758,14,15,-0.7678,4.1567,0.6812,19,20,-1.5969,3.8559,0.9077,24,25,-1.4165,3.5977,0.7201,29,30,-1.7908,2.0909,0.4712,60,173
"dist_any_cent",3.944,20.757,0.9701,9,10,11.6698,18.791,0.6833,14,15,-8.2107,20.2216,0.1677,19,20,-18.5626,16.7356,0.3145,24,25,-22.8947,13.4749,0.8154,29,30,-13.4102,13.7956,0.0623,60,173
"n_any_25km_cent",-1.497,1.2309,0.3184,9,10,-0.7493,0.9652,0.0857,14,15,-0.235,0.845,0.0797,19,20,-0.0435,0.7087,0.1969,24,25,0.1542,0.7127,0.3183,29,30,0.2205,0.7406,0.5803,60,173
"n_any_50km_cent",1.1242,2.7134,0.8988,9,10,0.6278,2.5262,0.5368,14,15,0.5517,2.2311,0.6722,19,20,-0.0612,1.9888,0.5538,24,25,-0.0516,1.8422,0.7964,29,30,-0.6904,1.1593,0.7618,60,173
"n_any_100km_cent",-2.1485,5.3235,0.2404,9,10,-1.6282,5.0418,0.6215,14,15,-0.8254,4.6705,0.5987,19,20,-1.5967,4.3417,0.8417,24,25,-1.3235,4.0565,0.6906,29,30,-1.498,2.3295,0.564,60,173
"dist_gasproc_edge",215.6145,436.0169,0.5427,9,10,156.2325,323.7976,0.5189,14,15,37.4072,226.0175,0.2259,19,20,-29.9925,216.7732,0.3416,24,25,-85.6892,215.2879,0.4848,29,30,-90.8278,195.7002,0.2834,60,173
"nearest_gasproc_edge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
