"CVEGEO","NOMGEO","homicidios_total","robos_total","n_inseguro_popw"
"22017","Tequisquiapan",3,6.99999999999999,31894.93715
"22018","Tolimán",0,0,9293.070235
"22007","Ezequiel Montes",0,5,14809.54366
"22001","Amealco de Bonfil",5.99999999999998,3.99999999999998,19879.15316
"22014","Querétaro",60.9999999999997,177,401057.8231
"22005","Colón",3.99999999999998,5,20799.48219
"22004","Cadereyta de Montes",0,2,25457.07827
"22013","Peñamiller",0,0,NA
"22008","Huimilpan",3.99999999999998,3.99999999999998,8635.301553
"22009","Jalpan de Serra",3,2,7811.865857
"23001","Cozumel",6.99999999999999,3,34500.21864
"23003","Isla Mujeres",5.99999999999998,0,2592.982813
"23002","Felipe Carrillo Puerto",10,0,33932.9084
"23005","Benito Juárez",123,209,536396.07
"23004","Othón P. Blanco",17,12,120734.5929
"23011","Puerto Morelos",1,3.99999999999998,NA
"23008","Solidaridad",40.9999999999998,23,158749.5051
"23010","Bacalar",3,2,8394.092507
"23007","Lázaro Cárdenas",3,0,11916.63327
"23006","José María Morelos",1,0,15612.34207
"23009","Tulum",36.9999999999998,7.99999999999997,23861.09122
"24050","Villa de Reyes",3,6.99999999999999,26198.99056
"24052","Villa Juárez",0,0,4527.732636
"24053","Axtla de Terrazas",1,0,NA
"24054","Xilitla",0,2,20675.98292
"24055","Zaragoza",2,2,NA
"24048","Villa de la Paz",0,0,NA
"24015","Charcas",0,2,NA
"24013","Ciudad Valles",3,6.99999999999999,82428.22989
"24009","Cerro de San Pedro",1,0,NA
"24043","Tierra Nueva",1,0,NA
"24042","Tanquián de Escobedo",2,2,NA
"24012","Tancanhuitz",0,0,9698.918001
"24011","Ciudad Fernández",2,1,14428.44444
"24010","Ciudad del Maíz",2,1,12660.6375
"24008","Cerritos",1,1,6055.55814
"24007","Cedral",1,3.99999999999998,NA
"24035","Soledad de Graciano Sánchez",30,90.9999999999997,166961.0996
"24041","Tanlajás",0,0,NA
"24040","Tamuín",3,0,22564.94839
"24039","Tampamolón Corona",0,0,8477.300469
"24038","Tampacán",0,0,5583.357041
"24037","Tamazunchale",0,0,46129.28325
"24036","Tamasopo",2,1,13360.1826
"24006","Catorce",0,0,NA
"24028","San Luis Potosí",74.9999999999998,258,481109.575
"24031","Santa Catarina",0,0,NA
"24030","San Nicolás Tolentino",0,0,NA
"24029","San Martín Chalchicuautla",1,0,NA
"24026","San Antonio",0,0,NA
"24005","Cárdenas",0,0,NA
"24024","Rioverde",5,2,37942.63037
"24023","Rayón",3,1,NA
"24022","Moctezuma",0,1,NA
"24021","Mexquitic de Carmona",7.99999999999997,17,25323.33394
"24017","Guadalcázar",1,10,12767.87321
"24016","Ebano",2,0,14528.36917
"24014","Coxcatlán",0,0,NA
"24033","Santo Domingo",1,1,NA
"24001","Ahualulco del Sonido 13",3.99999999999998,1,7729.333698
"24057","Matlapa",0,0,15886.49176
"24051","Villa Hidalgo",2,6.99999999999999,NA
"24058","El Naranjo",0,0,NA
"24032","Santa María del Río",7.99999999999997,3.99999999999998,NA
"24027","San Ciro de Acosta",0,0,2405.688931
"24025","Salinas",3,7.99999999999997,13698.9379
"24056","Villa de Arista",5.99999999999998,3,NA
"24047","Villa de Guadalupe",0,1,NA
"24059","Villa de Pozos",0,10,NA
"24034","San Vicente Tancuayalab",1,1,NA
"24002","Alaquines",0,0,NA
"24003","Aquismón",0,0,22626.20154
"24004","Armadillo de los Infante",0,0,NA
"24046","Villa de Arriaga",0,19,6048.079404
"24018","Huehuetlán",0,0,NA
"24019","Lagunillas",0,0,NA
"24020","Matehuala",5.99999999999998,25,50221.49935
"24044","Vanegas",0,3,NA
"24045","Venado",1,0,NA
"24049","Villa de Ramos",3.99999999999998,3.99999999999998,NA
"25010","El Fuerte",5.99999999999998,21,40186.18294
"25008","Elota",45.9999999999997,209,27089.50656
"25016","San Ignacio",25,38.9999999999999,7047.699137
"25018","Navolato",144,208,73067.28729
"25003","Badiraguato",11,2,NA
"25014","Rosario",8.99999999999998,81,28653.65854
"25001","Ahome",20,52.9999999999997,110488.2809
"25002","Angostura",8.99999999999998,28,7304.823205
"25020","Juan José Ríos",3,5.99999999999998,NA
"25019","Eldorado",3.99999999999998,3,NA
"25009","Escuinapa",16,77.9999999999999,17867.1113
"25004","Concordia",17,34,4469.008221
"25005","Cosalá",0,20,NA
"25012","Mazatlán",112,545.999999999999,226249.7373
"25007","Choix",6.99999999999999,42.9999999999999,11396.70508
"25013","Mocorito",28,23,12087.11396
"25015","Salvador Alvarado",10,8.99999999999998,25037.29314
"25006","Culiacán",868.999999999997,3308,640341.7513
"25017","Sinaloa",6.99999999999999,3.99999999999998,25622.2676
"25011","Guasave",10,37.9999999999997,75623.96789
"26066","Ures",1,6.99999999999999,NA
"26038","Moctezuma",1,1,NA
"26033","Huatabampo",1,5,26373.006
"26056","San Miguel de Horcasitas",3,0,NA
"26031","Huachinera",0,1,NA
"26032","Huásabas",0,0,NA
"26070","General Plutarco Elías Calles",3.99999999999998,25,3907.806452
"26064","Trincheras",3.99999999999998,3,NA
"26062","Suaqui Grande",0,0,65.83948853
"26052","Sahuaripa",0,0,NA
"26051","Rosario",0,5,NA
"26037","Mazatán",0,0,NA
"26021","La Colorada",1,0,NA
"26041","Nacozari de García",0,0,NA
"26043","Nogales",62.9999999999999,48.9999999999997,89504.97795
"26034","Huépac",0,0,NA
"26016","Benjamín Hill",0,3.99999999999998,NA
"26014","Baviácora",0,1,NA
"26015","Bavispe",0,0,NA
"26069","Yécora",1,1,NA
"26009","Bacanora",1,0,NA
"26029","Guaymas",15,41.9999999999997,69411.23803
"26002","Agua Prieta",1,5.99999999999998,15765.97167
"26057","San Pedro de la Cueva",0,0,NA
"26055","San Luis Río Colorado",184,32,115438.03
"26024","Divisaderos",0,0,NA
"26023","Cumpas",0,0,422.2037993
"26001","Aconchi",0,0,NA
"26003","Álamos",2,3,NA
"26030","Hermosillo",254,136,399787.9722
"26022","Cucurpe",1,0,NA
"26025","Empalme",6.99999999999999,5,27357.81267
"26027","Fronteras",0,0,NA
"26005","Arivechi",0,0,NA
"26006","Arizpe",1,0,NA
"26035","Imuris",2,3,NA
"26068","Villa Pesqueira",0,0,NA
"26046","Oquitoa",0,1,NA
"26026","Etchojoa",3.99999999999998,3,11319.48684
"26049","Quiriego",0,3,NA
"26071","Benito Juárez",1,23,5937.885667
"26004","Altar",5,5.99999999999998,NA
"26063","Tepache",0,0,NA
"26028","Granados",0,0,NA
"26048","Puerto Peñasco",3,5.99999999999998,14640.40479
"26017","Caborca",36,24,NA
"26012","Bácum",8.99999999999998,12,12537.62663
"26044","Ónavas",0,0,NA
"26036","Magdalena",5.99999999999998,8.99999999999998,12499.86196
"26013","Banámichi",0,0,NA
"26010","Bacerac",0,0,NA
"26050","Rayón",1,0,NA
"26072","San Ignacio Río Muerto",0,1,NA
"26061","Soyopa",0,0,NA
"26011","Bacoachi",0,0,NA
"26018","Cajeme",366.999999999998,113,264128.0464
"26047","Pitiquito",3,1,NA
"26019","Cananea",2,1,7259.453843
"26020","Carbó",1,0,NA
"26053","San Felipe de Jesús",0,0,NA
"26042","Navojoa",12,40.9999999999998,44224.85984
"26008","Bacadéhuachi",0,0,NA
"26060","Sáric",1,0,NA
"26039","Naco",0,0,NA
"26059","Santa Cruz",1,0,NA
"26040","Nácori Chico",0,0,NA
"26067","Villa Hidalgo",0,0,NA
"26065","Tubutama",2,0,NA
"26007","Atil",0,0,NA
"26045","Opodepe",0,0,NA
"26054","San Javier",0,0,NA
"26058","Santa Ana",3.99999999999998,3.99999999999998,4296.057091
"27006","Cunduacán",43.9999999999998,70.9999999999998,73253.25769
"27001","Balancán",2,2,23306.53131
"27016","Teapa",10,26,NA
"27015","Tacotalpa",3.99999999999998,11,20894.29977
"27014","Paraíso",22,15,56323.2179
"27012","Macuspana",21,11,89826.05823
"27002","Cárdenas",44.9999999999997,50,142573.8148
"27003","Centla",14,11,52451.35876
"27004","Centro",210,295,442742.6077
"27005","Comalcalco",58.9999999999999,77,127920.0494
"27007","Emiliano Zapata",0,6.99999999999999,11005
"27008","Huimanguillo",32,47.9999999999998,96038.83346
"27009","Jalapa",11,11,20811.39852
"27010","Jalpa de Méndez",29,33,41812.18701
"27011","Jonuta",5,0,15011.43048
"27013","Nacajuca",36.9999999999998,30,89406.92086
"27017","Tenosique",11,6.99999999999999,28081.56876
"28003","Altamira",10,5.99999999999998,77999.87604
"28041","Victoria",30,40.9999999999998,139831.9174
"28010","Cruillas",1,1,NA
"28024","Mier",1,5,NA
"28015","Gustavo Díaz Ordaz",2,2,5071.547058
"28025","Miguel Alemán",2,10,15117.30917
"28040","Valle Hermoso",1,0,18600.20742
"28023","Méndez",0,2,NA
"28031","Palmillas",1,0,NA
"28039","Tula",5,1,9987.401839
"28038","Tampico",3,8.99999999999998,64206.02189
"28037","Soto la Marina",2,2,8608.657539
"28007","Camargo",0,1,NA
"28005","Burgos",1,0,NA
"28032","Reynosa",77,279,422583.8108
"28033","Río Bravo",7.99999999999997,25,56799.56778
"28029","Ocampo",1,0,NA
"28030","Padilla",3.99999999999998,5,NA
"28034","San Carlos",0,1,NA
"28035","San Fernando",3,31,NA
"28022","Matamoros",32,47.9999999999998,240895.3248
"28036","San Nicolás",1,0,NA
"28028","Nuevo Morelos",0,0,NA
"28021","El Mante",1,5.99999999999998,41769.80372
"28011","Gómez Farías",0,2,1226.355126
"28012","González",3,3,5794.436044
"28027","Nuevo Laredo",7.99999999999997,25,174785.525
"28013","Güémez",2,1,860.75
"28004","Antiguo Morelos",0,0,NA
"28006","Bustamante",0,0,NA
"28016","Hidalgo",0,1,715.6266452
"28019","Llera",0,3,4302.365768
"28017","Jaumave",1,0,NA
"28020","Mainero",0,0,NA
"28008","Casas",0,0,1239.973965
"28043","Xicoténcatl",0,0,3384.275371
"28042","Villagrán",0,0,NA
"28014","Guerrero",0,0,NA
"28009","Ciudad Madero",1,14,63707.58242
"28026","Miquihuana",0,0,NA
"28001","Abasolo",2,1,NA
"28002","Aldama",0,1,6713.863636
"28018","Jiménez",0,0,NA
"29019","Tepetitla de Lardizábal",2,6.99999999999999,8160.437012
"29045","Benito Juárez",0,1,NA
"29047","Lázaro Cárdenas",0,0,269.3410132
"29033","Tlaxcala",3,39.9999999999999,55807.95834
"29059","Santa Cruz Quilehtla",0,1,2925.47929
"29004","Atltzayanca",1,0,NA
"29054","San Lorenzo Axocomanitla",0,1,1678.486388
"29042","Xicohtzinco",0,3,6187.33427
"29044","Zacatelco",5.99999999999998,18,28078.45468
"29053","San Juan Huactzinco",0,1,2509.555051
"29008","Cuapiaxtla",0,5.99999999999998,NA
"29029","Tepeyanco",0,3.99999999999998,8111.741488
"29046","Emiliano Zapata",0,0,1684.344379
"29025","San Pablo del Monte",18,16,44966.5751
"29058","Santa Catarina Ayometla",0,0,NA
"29014","Hueyotlipan",0,3,8737.953808
"29028","Teolocholco",1,3.99999999999998,11538.57183
"29040","Xaltocan",0,1,5135.343539
"29060","Santa Isabel Xiloxoxtla",0,0,2945.971982
"29015","Ixtacuixtla de Mariano Matamoros",5,5,19889.45941
"29057","Santa Apolonia Teacalco",2,1,1375.76169
"29056","Santa Ana Nopalucan",1,3,4664.97561
"29051","San Jerónimo Zacualpan",0,0,1420.146489
"29041","Papalotla de Xicohténcatl",2,8.99999999999998,17331.85816
"29038","Tzompantepec",1,3.99999999999998,9237.988085
"29023","Natívitas",7.99999999999997,18,11034.42341
"29020","Sanctórum de Lázaro Cárdenas",0,2,4395.252025
"29017","Mazatecochco de José María Morelos",1,2,5342.622329
"29022","Acuamanala de Miguel Hidalgo",1,1,2133.806637
"29001","Amaxac de Guerrero",0,1,5759.095051
"29006","Calpulalpan",7.99999999999997,25,28284.79065
"29016","Ixtenco",0,2,NA
"29049","San Damián Texóloc",1,1,3610.717864
"29043","Yauhquemehcan",3,6.99999999999999,22643.17917
"29013","Huamantla",3.99999999999998,19,39634.64881
"29002","Apetatitlán de Antonio Carvajal",0,5,6839.428078
"29005","Apizaco",3.99999999999998,18,50420.02504
"29018","Contla de Juan Cuamatzi",0,8.99999999999998,19533.48109
"29003","Atlangatepec",1,2,NA
"29011","Muñoz de Domingo Arenas",0,3.99999999999998,2647.515625
"29009","Cuaxomulco",0,0,2221.507106
"29010","Chiautempan",6.99999999999999,25,41306.95998
"29007","El Carmen Tequexquitla",5.99999999999998,2,8015.506474
"29021","Nanacamilpa de Mariano Arista",1,3,NA
"29012","Españita",0,0,3117.167343
"29031","Tetla de la Solidaridad",2,5,15034.8307
"29032","Tetlatlahuca",3.99999999999998,3.99999999999998,8115.591054
"29034","Tlaxco",3,13,17568.2476
"29035","Tocatlán",0,1,4201
"29030","Terrenate",0,0,NA
"29026","Santa Cruz Tlaxcala",1,7.99999999999997,12176.13041
"29050","San Francisco Tetlanohcan",1,2,5889.105316
"29052","San José Teacalco",0,1,989.9931807
"29027","Tenancingo",5,8.99999999999998,6073.215282
"29055","San Lucas Tecopilco",0,2,NA
"29024","Panotla",0,11,15048.704
"29037","Ziltlaltépec de Trinidad Sánchez Santos",0,1,3621.665643
"29048","La Magdalena Tlaltelulco",0,3.99999999999998,893.9770062
"29039","Xaloztoc",0,2,13106.59879
"29036","Totolac",0,5.99999999999998,11164.00292
"30162","Tenampa",0,0,NA
"30169","José Azueta",0,1,NA
"30185","Tlilapan",0,1,NA
"30187","Tonayán",0,0,NA
"30188","Totutla",0,1,NA
"30189","Tuxpan",38.9999999999999,17,98744.93049
"30190","Tuxtilla",1,0,NA
"30078","Ixcatepec",0,0,NA
"30191","Ursulo Galván",0,3,17785.64491
"30079","Ixhuacán de los Reyes",0,0,NA
"30192","Vega de Alatorre",3,0,6165.052632
"30194","Villa Aldama",3.99999999999998,3,NA
"30031","Carrillo Puerto",6.99999999999999,1,8113.548142
"30195","Xoxocotla",1,0,NA
"30199","Zaragoza",1,1,1436.578196
"30206","Nanchital de Lázaro Cárdenas del Río",3.99999999999998,3,NA
"30210","Uxpanapa",0,0,NA
"30211","San Rafael",8.99999999999998,3.99999999999998,NA
"30212","Santiago Sochiapan",3,1,NA
"30103","Mecatlán",0,0,NA
"30141","San Andrés Tuxtla",6.99999999999999,5,75684.63535
"30140","San Andrés Tenejapan",0,1,NA
"30138","Río Blanco",5.99999999999998,2,12432.13741
"30136","Rafael Lucio",0,1,NA
"30131","Poza Rica de Hidalgo",17,19,126085.2652
"30116","Oluta",6.99999999999999,11,9208.091471
"30109","Misantla",5,2,NA
"30107","Las Minas",3,0,NA
"30203","Zozocolco de Hidalgo",1,1,7576.161008
"30205","El Higo",5,0,NA
"30071","Huatusco",2,5,37174.50558
"30069","Gutiérrez Zamora",3,1,NA
"30098","Magdalena",2,0,NA
"30075","Ignacio de la Llave",0,0,NA
"30074","Huiloapan de Cuauhtémoc",1,2,NA
"30073","Hueyapan de Ocampo",12,1,23386.65195
"30072","Huayacocotla",1,0,NA
"30149","Soteapan",3,0,NA
"30150","Tamalín",0,0,NA
"30148","Soledad de Doblado",0,3,NA
"30147","Soledad Atzompa",0,0,5346.764366
"30146","Sochiapa",0,0,NA
"30145","Soconusco",1,2,NA
"30004","Actopan",6.99999999999999,2,NA
"30070","Hidalgotitlán",1,0,NA
"30068","Fortín",5,10,44267.04732
"30067","Filomeno Mata",0,0,NA
"30066","Espinal",5,1,14490.04431
"30065","Emiliano Zapata",14,5.99999999999998,41282.66667
"30064","Chumatlán",1,0,NA
"30173","Tezonapa",1,12,NA
"30209","Tatahuicapan de Juárez",0,0,NA
"30032","Catemaco",3.99999999999998,3,31364.86234
"30040","Coatzintla",1,1,26372.65096
"30039","Coatzacoalcos",45.9999999999997,96.9999999999999,205417.0868
"30038","Coatepec",10,7.99999999999997,39469.25803
"30037","Coahuitlán",1,0,NA
"30036","Coacoatzintla",1,1,1415.547314
"30035","Citlaltépetl",0,0,NA
"30034","Cerro Azul",5.99999999999998,0,NA
"30033","Cazones de Herrera",5,2,NA
"30030","Camerino Z. Mendoza",5,1,29878
"30029","Calcahualco",3,1,NA
"30028","Boca del Río",6.99999999999999,32,61848.39056
"30027","Benito Juárez",1,0,NA
"30026","Banderilla",2,5,8260.308182
"30025","Ayahualulco",2,0,13087.42694
"30024","Tlaltetela",1,0,5730.526316
"30023","Atzalan",5,3,NA
"30022","Atzacan",1,0,NA
"30168","Tequila",1,2,NA
"30166","Tepetlán",0,0,NA
"30165","Tepatlaxco",0,0,NA
"30164","Teocelo",0,2,7926.410235
"30126","Paso de Ovejas",0,1,NA
"30050","Coxquihui",5,0,5375.721627
"30046","Cosautlán de Carvajal",1,0,6867.418419
"30021","Atoyac",14,5.99999999999998,14782.05512
"30128","Perote",6.99999999999999,60.9999999999997,37228.07843
"30020","Atlahuilco",0,0,NA
"30101","Mariano Escobedo",3.99999999999998,2,15024.32785
"30018","Aquila",0,5.99999999999998,NA
"30009","Alto Lucero de Gutiérrez Barrios",1,1,NA
"30112","Naolinco",1,0,NA
"30008","Alpatláhuac",1,0,NA
"30007","Camarón de Tejeda",0,1,2322.924038
"30006","Acultzingo",2,21,NA
"30111","Moloacán",2,3,5792.052125
"30110","Mixtla de Altamirano",0,0,NA
"30005","Acula",0,0,2425.538368
"30051","Coyutla",0,0,NA
"30045","Cosamaloapan de Carpio",5,6.99999999999999,NA
"30013","Naranjos Amatlán",0,1,10112.68547
"30014","Amatlán de los Reyes",5.99999999999998,6.99999999999999,21514.78918
"30002","Acatlán",0,0,NA
"30001","Acajete",1,1,NA
"30003","Acayucan",15,30,50267.82857
"30120","Oteapan",1,3,NA
"30127","La Perla",3.99999999999998,1,8007.091451
"30048","Cosoleacaque",10,31,64486.93559
"30059","Chinameca",2,0,11284.50097
"30100","Manlio Fabio Altamirano",0,3.99999999999998,NA
"30087","Xalapa",21,22,215881.1464
"30097","Lerdo de Tejada",1,0,NA
"30010","Altotonga",5,11,32976.41272
"30108","Minatitlán",18,23,81059.46113
"30011","Alvarado",2,5.99999999999998,37299.13043
"30012","Amatitlán",0,2,NA
"30015","Angel R. Cabada",5.99999999999998,2,NA
"30016","La Antigua",3,3.99999999999998,NA
"30017","Apazapan",2,0,NA
"30117","Omealca",15,15,NA
"30113","Naranjal",1,0,NA
"30114","Nautla",0,0,1874.007724
"30115","Nogales",6.99999999999999,3,17992.46774
"30163","Tenochtitlán",1,0,NA
"30019","Astacinga",1,0,2150.208976
"30042","Colipa",0,0,NA
"30043","Comapa",0,0,5606.625921
"30044","Córdoba",27,18,107154.8606
"30047","Coscomatepec",5,0,NA
"30049","Cotaxtla",2,5.99999999999998,NA
"30052","Cuichapa",7.99999999999997,3,4630.783784
"30099","Maltrata",8.99999999999998,54.9999999999999,7120.936744
"30105","Medellín de Bravo",12,29,36610.96168
"30184","Tlaquilpa",2,0,NA
"30175","Tihuatlán",2,20,49532.70789
"30178","Tlacotalpan",0,0,5960.193387
"30180","Tlachichilco",0,0,NA
"30137","Los Reyes",1,0,NA
"30196","Yanga",13,2,NA
"30197","Yecuatla",1,0,NA
"30198","Zacualpan",0,1,NA
"30139","Saltabarranca",1,0,NA
"30186","Tomatlán",1,0,NA
"30200","Zentla",1,3.99999999999998,NA
"30202","Zontecomatlán de López y Fuentes",0,0,2721.234675
"30204","Agua Dulce",7.99999999999997,13,20332.50102
"30207","Tres Valles",3.99999999999998,10,19054.28947
"30208","Carlos A. Carrillo",2,1,12973.43138
"30201","Zongolica",3.99999999999998,5,23543.56721
"30181","Tlalixcoyan",2,2,NA
"30182","Tlalnelhuayocan",0,0,7042.666667
"30183","Tlapacoyan",19,8.99999999999998,NA
"30076","Ilamatlán",0,0,NA
"30077","Isla",3,5,NA
"30080","Ixhuatlán del Café",0,1,7740.765957
"30081","Ixhuatlancillo",0,1,13923.99388
"30082","Ixhuatlán del Sureste",1,1,5654.049925
"30083","Ixhuatlán de Madero",1,0,16897.77141
"30084","Ixmatlahuacan",3,0,NA
"30085","Ixtaczoquitlán",5,5.99999999999998,34608.48611
"30086","Jalacingo",3,5,11699.70662
"30088","Jalcomulco",1,0,NA
"30089","Jáltipan",2,7.99999999999997,23538.66639
"30090","Jamapa",0,2,NA
"30091","Jesús Carranza",3,0,6154.790698
"30092","Xico",1,0,15092.15104
"30041","Coetzala",1,1,NA
"30053","Cuitláhuac",7.99999999999997,8.99999999999998,NA
"30054","Chacaltianguis",0,0,NA
"30055","Chalma",0,1,3762.267315
"30056","Chiconamel",1,0,NA
"30057","Chiconquiaco",1,1,NA
"30058","Chicontepec",1,2,12458.21618
"30060","Chinampa de Gorostiza",0,0,1984.033842
"30061","Las Choapas",6.99999999999999,15,47986.14173
"30062","Chocamán",0,0,9521.308388
"30063","Chontla",0,0,NA
"30093","Jilotepec",0,0,NA
"30094","Juan Rodríguez Clara",3,1,NA
"30095","Juchique de Ferrer",3,0,6468.83305
"30096","Landero y Coss",0,0,NA
"30104","Mecayapan",1,0,NA
"30118","Orizaba",6.99999999999999,5,29576.47055
"30119","Otatitlán",0,0,NA
"30121","Ozuluama de Mascareñas",0,1,NA
"30123","Pánuco",1,5,27751.06026
"30124","Papantla",25,34,94756.19674
"30125","Paso del Macho",2,12,NA
"30129","Platón Sánchez",1,2,NA
"30130","Playa Vicente",1,1,18511.92469
"30122","Pajapan",0,0,NA
"30132","Las Vigas de Ramírez",1,3.99999999999998,NA
"30133","Pueblo Viejo",1,2,11565.83241
"30134","Puente Nacional",5,5,NA
"30135","Rafael Delgado",6.99999999999999,2,12131.8015
"30106","Miahuatlán",0,0,NA
"30102","Martínez de la Torre",42.9999999999999,12,69353.53249
"30170","Texcatepec",0,0,2320.527867
"30171","Texhuacán",0,0,NA
"30172","Texistepec",8.99999999999998,2,NA
"30174","Tierra Blanca",2,20,47015.43749
"30176","Tlacojalpan",0,2,NA
"30179","Tlacotepec de Mejía",0,0,NA
"30177","Tlacolulan",0,0,2514.174624
"30193","Veracruz",19,91.9999999999997,317094.1858
"30143","Santiago Tuxtla",3.99999999999998,3,28196.93527
"30144","Sayula de Alemán",5.99999999999998,5,NA
"30142","San Juan Evangelista",5,3,10573.26244
"30151","Tamiahua",5,1,NA
"30152","Tampico Alto",0,1,NA
"30153","Tancoco",0,0,NA
"30154","Tantima",0,1,2673.129011
"30155","Tantoyuca",8.99999999999998,10,34456.05522
"30156","Tatatila",1,0,1302.040201
"30157","Castillo de Teayo",0,1,10399.68933
"30158","Tecolutla",5.99999999999998,2,7780.396728
"30159","Tehuipango",3.99999999999998,1,NA
"30160","Álamo Temapache",23,8.99999999999998,49365.36309
"30161","Tempoal",3.99999999999998,1,NA
"30167","Tepetzintla",1,0,5566.512597
"31009","Cansahcab",0,0,NA
"31007","Cacalchén",0,0,NA
"31019","Chemax",0,0,14839.12342
"31101","Umán",3,0,29487.90932
"31106","Yobaín",0,0,NA
"31105","Yaxkukul",0,0,NA
"31103","Xocchel",0,0,1335.185824
"31097","Tunkás",0,0,340.3221757
"31095","Tixpéhual",0,0,409.3399238
"31081","Tekom",0,0,NA
"31090","Timucuy",0,0,NA
"31088","Teya",0,0,NA
"31087","Tetiz",0,0,NA
"31066","Santa Elena",0,0,NA
"31086","Tepakán",0,0,NA
"31083","Telchac Puerto",0,0,550.0590826
"31082","Telchac Pueblo",0,0,NA
"31080","Tekit",2,0,NA
"31102","Valladolid",1,0,19554.64219
"31071","Sudzal",0,0,NA
"31069","Sotuta",0,0,NA
"31078","Tekantó",0,0,1227.832098
"31037","Huhí",0,0,2591.519342
"31027","Dzidzantún",0,0,2060.651856
"31058","Peto",0,0,NA
"31055","Opichén",0,0,NA
"31036","Homún",0,0,NA
"31032","Espita",1,0,4603.048971
"31077","Tekal de Venegas",0,0,NA
"31074","Tahmek",0,0,NA
"31026","Dzemul",0,0,NA
"31025","Dzan",0,0,NA
"31001","Abalá",0,0,NA
"31050","Mérida",13,0,252452.4202
"31023","Chocholá",0,0,NA
"31035","Hoctún",0,0,1361.40364
"31034","Hocabá",0,0,NA
"31016","Chacsinkín",0,0,NA
"31015","Cuzamá",0,0,1462.264151
"31013","Conkal",0,0,4884.88475
"31049","Mayapán",0,0,NA
"31065","San Felipe",0,0,NA
"31064","Sanahcat",0,0,NA
"31073","Tahdziú",1,0,NA
"31072","Suma",0,0,NA
"31093","Tixkokob",0,0,9527.689255
"31061","Río Lagartos",0,0,NA
"31014","Cuncunul",0,0,NA
"31089","Ticul",0,0,13058.64518
"31070","Sucilá",0,0,796.8055037
"31068","Sinanché",0,0,NA
"31012","Cenotillo",0,0,NA
"31010","Cantamayec",0,0,NA
"31002","Acanceh",0,0,7050.093329
"31063","Samahil",0,0,NA
"31060","Quintana Roo",0,0,NA
"31054","Muxupip",0,0,NA
"31053","Muna",0,0,3582.444847
"31076","Tecoh",0,0,7036.500666
"31098","Tzucacab",1,0,7414.5
"31042","Kantunil",0,0,NA
"31052","Motul",0,0,9268.39841
"31006","Buctzotz",0,0,NA
"31056","Oxkutzcab",1,0,15085.34906
"31057","Panabá",0,0,NA
"31028","Dzilam de Bravo",0,0,308.0550066
"31062","Sacalum",0,0,NA
"31051","Mocochá",0,0,282.4444444
"31040","Izamal",2,0,7333.572813
"31085","Temozón",0,0,NA
"31104","Yaxcabá",0,0,NA
"31091","Tinum",0,0,NA
"31048","Maxcanú",0,0,12668.7365
"31096","Tizimín",0,0,26584.46419
"31099","Uayma",0,0,NA
"31005","Bokobá",1,0,NA
"31047","Maní",0,0,NA
"31046","Mama",0,0,NA
"31045","Kopomá",0,0,NA
"31044","Kinchil",0,0,NA
"31100","Ucú",0,0,NA
"31043","Kaua",0,0,NA
"31020","Chicxulub Pueblo",0,0,384.3360317
"31067","Seyé",0,0,NA
"31075","Teabo",1,0,2375.012934
"31004","Baca",0,0,NA
"31003","Akil",0,0,NA
"31022","Chikindzonot",0,0,NA
"31033","Halachó",0,0,11434.88443
"31079","Tekax",0,0,23128.81422
"31059","Progreso",2,0,27560.66256
"31094","Tixméhuac",0,0,NA
"31084","Temax",0,0,2202.158304
"31029","Dzilam González",0,0,NA
"31041","Kanasín",3,0,69546.0845
"31038","Hunucmá",0,0,17479.34198
"31030","Dzitás",0,0,NA
"31021","Chichimilá",0,0,3235.554601
"31039","Ixil",1,0,NA
"31092","Tixcacalcupul",0,0,NA
"31018","Chapab",0,0,NA
"31017","Chankom",0,0,NA
"31024","Chumayel",0,0,NA
"31031","Dzoncauich",0,0,NA
"31011","Celestún",0,0,NA
"31008","Calotmul",0,0,1922.621964
"32027","Melchor Ocampo",0,0,NA
"32019","Jalpa",0,3,NA
"32003","Atolinga",0,0,NA
"32058","Santa María de la Paz",0,0,NA
"32036","Ojocaliente",3,20,22497.99343
"32035","Noria de Ángeles",3,3.99999999999998,7089.207296
"32037","Pánuco",0,3,NA
"32040","Sain Alto",2,3,7378.964867
"32033","Moyahua de Estrada",0,0,NA
"32020","Jerez",0,19,33307.42469
"32010","Fresnillo",21,33,148511.4158
"32034","Nochistlán de Mejía",0,0,9430.052239
"32005","Calera",1,8.99999999999998,19663.46939
"32045","Tepechitlán",1,0,2913.827518
"32038","Pinos",10,52.9999999999997,35683.86668
"32051","Villa de Cos",1,3.99999999999998,15384.52846
"32050","Vetagrande",1,0,NA
"32049","Valparaíso",0,5.99999999999998,14186.66735
"32048","Tlaltenango de Sánchez Román",1,2,7426.844104
"32046","Tepetongo",1,6.99999999999999,NA
"32025","Luis Moya",7.99999999999997,8.99999999999998,5323.20328
"32044","Tabasco",0,0,NA
"32043","Susticacán",0,0,NA
"32054","Villa Hidalgo",0,1,8768.466667
"32042","Sombrerete",5,7.99999999999997,27881.62155
"32041","El Salvador",0,0,NA
"32016","General Pánfilo Natera",0,5,NA
"32014","General Francisco R. Murguía",0,1,8122.165173
"32013","General Enrique Estrada",0,2,NA
