"CVEGEO","NOMGEO","VIVPAR_HAB","no_VIVPAR_HAB","POBTOT","no_POBTOT","pct_VPH_SINTIC","no_pct_VPH_SINTIC","pct_VPH_C_ELEC","no_pct_VPH_C_ELEC","pct_VPH_AGUADV","no_pct_VPH_AGUADV","pct_VPH_PISODT","no_pct_VPH_PISODT","pct_VPH_PISOTI","no_pct_VPH_PISOTI","pct_VPH_1CUART","no_pct_VPH_1CUART"
"14027","Cuautitlán de García Barragán",4925,0,18370,0,0.176649746192893,0,0.944771573604061,0,0.968324873096447,0,0.811167512690355,0,0.191472081218274,0,0.115329949238579,0
"14028","Cuautla",675,0,2166,0,0.0325925925925926,0,0.988148148148148,0,0.985185185185185,0,0.979259259259259,0,0.0251851851851852,0,0.0162962962962963,0
"14011","Atengo",1528,0,5599,0,0.031413612565445,0,0.983638743455497,0,0.984293193717278,0,0.963350785340314,0,0.0359947643979058,0,0.0418848167539267,0
"14064","Ojuelos de Jalisco",8280,0,33588,0,0.0131642512077295,0,0.989251207729469,0,0.964251207729469,0,0.981400966183575,0,0.0188405797101449,0,0.0260869565217391,0
"14032","Chiquilistlán",1466,0,5983,0,0.0381991814461119,0,0.988403819918145,0,0.989085948158254,0,0.948840381991814,0,0.0497953615279673,0,0.0395634379263302,0
"14030","Chapala",16035,0,55196,0,0.00455254131587153,0,1.01309635173059,0,1.01197380729654,0,1.0044901777362,0,0.0118490801371999,0,0.0387277829747427,0
"14029","Cuquío",4845,0,17820,0,0.00990712074303406,0,1.01197110423117,0,0.984313725490196,0,0.991537667698658,0,0.0241486068111455,0,0.0150670794633643,0
"14094","Tequila",11112,0,44353,0,0.0113390928725702,0,0.987491000719942,0,0.993430525557955,0,0.978941684665227,0,0.0221382289416847,0,0.033297336213103,0
"14095","Teuchitlán",2615,0,9647,0,0.0110898661567878,0,1.0302103250478,0,1.03479923518164,0,1.0282982791587,0,0.00764818355640535,0,0.0187380497131931,0
"14096","Tizapán el Alto",6284,0,22758,0,0.0147994907702101,0,0.996658179503501,0,0.992679821769573,0,0.984563971992362,0,0.0176639083386378,0,0.0362826225334182,0
"14061","Mezquitic",4687,0,22083,0,0.298911883934286,0,0.705355237892042,0,0.709835715809686,0,0.57840836355878,0,0.423725197354384,0,0.107958182206102,0
"14060","Mexticacán",1634,0,5307,0,0.01468788249694,0,0.990820073439412,0,0.985924112607099,0,0.984088127294982,0,0.011015911872705,0,0.00673194614443084,0
"14059","Mazamitla",3664,0,14043,0,0.0103711790393013,0,0.990447598253275,0,0.991539301310044,0,0.972980349344978,0,0.0210152838427948,0,0.0231986899563319,0
"14058","Mascota",4307,0,14451,0,0.0123055491061063,0,0.984443928488507,0,0.99442767587648,0,0.986997910378454,0,0.010680287903413,0,0.023450197353146,0
"14057","La Manzanilla de la Paz",1235,0,4099,0,0.0105263157894737,0,1.00647773279352,0,1.00161943319838,0,0.995141700404858,0,0.0105263157894737,0,0.0161943319838057,0
"14056","Santa María del Oro",573,0,1815,0,0.0942408376963351,0,0.954624781849913,0,0.926701570680628,0,0.921465968586387,0,0.075043630017452,0,0.0506108202443281,0
"14054","El Limón",1786,0,5368,0,0.0123180291153415,0,1,0,0.996080627099664,0,0.989921612541993,0,0.0111982082866741,0,0.0151175811870101,0
"14085","Tamazula de Gordiano",11529,0,38955,0,0.0183884118310348,0,0.988897562668055,0,0.994622256917339,0,0.984126984126984,0,0.0154393269147368,0,0.0295775869546361,0
"14084","Talpa de Allende",4250,0,14997,0,0.0541176470588235,0,1.01341176470588,0,1.024,0,1.00235294117647,0,0.0291764705882353,0,0.0258823529411765,0
"14053","Lagos de Moreno",44659,0,172403,0,0.00743411182516402,0,1.00347074497862,0,0.995252916545377,0,0.996753174052263,0,0.0100539644864417,0,0.0220112407353501,0
"14052","Juchitlán",1601,0,5534,0,0.0174890693316677,0,0.995003123048095,0,0.99312929419113,0,0.992504684572142,0,0.00811992504684572,0,0.0243597751405372,0
"14050","Jocotepec",11039,0,47105,0,0.00769997282362533,0,0.994564725065676,0,0.987770631397772,0,0.973548328652958,0,0.0241869734577407,0,0.0395869191049914,0
"14031","Chimaltitán",891,0,3270,0,0.0875420875420875,0,0.906846240179573,0,0.915824915824916,0,0.922558922558923,0,0.0740740740740741,0,0.0628507295173962,0
"14049","Jilotlán de los Dolores",2508,0,9425,0,0.0358851674641148,0,0.98444976076555,0,0.98524720893142,0,0.961722488038278,0,0.0534290271132376,0,0.0482456140350877,0
"14048","Jesús María",5232,0,18982,0,0.00879204892966361,0,1.02809633027523,0,1.02886085626911,0,1.02675840978593,0,0.00821865443425076,0,0.0158639143730887,0
"14047","Jamay",6222,0,24894,0,0.00916104146576664,0,0.99598199935712,0,0.990517518482803,0,0.984088717454195,0,0.0135004821600771,0,0.0326261652201864,0
"14046","Jalostotitlán",8534,0,32678,0,0.00796812749003984,0,1.04253573939536,0,1.04136395594094,0,1.03831731895946,0,0.00738223576283103,0,0.013827044762128,0
"14045","Ixtlahuacán del Río",5696,0,20465,0,0.0108848314606742,0,1.00052668539326,0,0.978581460674157,0,0.984550561797753,0,0.0235252808988764,0,0.0231741573033708,0
"14042","Huejuquilla el Alto",2684,0,10015,0,0.0376304023845007,0,0.974664679582712,0,0.931818181818182,0,0.969076005961252,0,0.0290611028315946,0,0.0342771982116244,0
"14041","Huejúcar",1774,0,5920,0,0.0107102593010147,0,0.996617812852311,0,0.994363021420519,0,0.99379932356257,0,0.00507328072153326,0,0.0112739571589628,0
"14040","Hostotipaquillo",2233,0,8732,0,0.0237348858038513,0,1.02418271383789,0,1.00268696820421,0,1.00089565606807,0,0.0313479623824451,0,0.0371697268248992,0
"14038","Guachinango",1270,0,4199,0,0.0346456692913386,0,0.981102362204724,0,0.979527559055118,0,0.974015748031496,0,0.0220472440944882,0,0.0275590551181102,0
"14037","El Grullo",7417,0,25920,0,0.00876365107186194,0,1.00121342860995,0,0.995955237966833,0,0.991371174329244,0,0.0125387623028179,0,0.0463799379803155,0
"14036","Etzatlán",5255,0,20011,0,0.00589914367269267,0,1.01960038058991,0,1.01845861084681,0,1.0127497621313,0,0.00875356803044719,0,0.0285442435775452,0
"14035","Encarnación de Díaz",14211,0,53039,0,0.00647385827879811,0,1.00675533037788,0,1.00168883259447,0,1.00436281753571,0,0.00717753852649356,0,0.0123847723594399,0
"14034","Ejutla",658,0,1981,0,0.0212765957446809,0,0.987841945288754,0,0.990881458966565,0,0.986322188449848,0,0.013677811550152,0,0.0227963525835866,0
"14033","Degollado",5927,0,21226,0,0.0148473089252573,0,0.996288172768686,0,0.988527079466847,0,0.991901467858951,0,0.00759237388223385,0,0.0264889488780159,0
"14010","Atemajac de Brizuela",1815,0,7758,0,0.028099173553719,0,0.988980716253444,0,0.987878787878788,0,0.958677685950413,0,0.0413223140495868,0,0.0435261707988981,0
"14013","Atotonilco el Alto",17188,0,64009,0,0.00750523621131022,0,1.00919245985571,0,1.00517803118455,0,0.997556434721899,0,0.0127414475215266,0,0.0301954852222481,0
"14089","Techaluta de Montenegro",1096,0,4072,0,0.0182481751824818,0,0.994525547445255,0,0.978102189781022,0,0.968065693430657,0,0.0282846715328467,0,0.0328467153284672,0
"14026","Concepción de Buenos Aires",1840,0,6334,0,0.00815217391304348,0,0.996195652173913,0,0.997282608695652,0,0.965217391304348,0,0.0342391304347826,0,0.0217391304347826,0
"14083","Tala",24835,0,87690,0,0.00684517817596134,0,0.998872558888665,0,0.996013690356352,0,0.993235353331991,0,0.00966378095429837,0,0.0296758606804912,0
"14082","Sayula",9365,0,37186,0,0.0104644954618259,0,1.00298985584624,0,1.00277629471436,0,0.972450613988254,0,0.0341697810998398,0,0.0313934863854778,0
"14081","Santa María de los Ángeles",1078,0,3515,0,0.023191094619666,0,0.989795918367347,0,0.99165120593692,0,0.985157699443414,0,0.0139146567717996,0,0.0157699443413729,0
"14009","El Arenal",5621,0,21115,0,0.00640455434975983,0,1.00551503291229,0,1.00338018146237,0,1.0026685643124,0,0.00640455434975983,0,0.0181462373243195,0
"14008","Arandas",22554,0,80609,0,0.00634033874257338,0,1.0047885075818,0,0.998403830806065,0,1.00106411279596,0,0.00704974727321096,0,0.0153852975082025,0
"14007","San Juanito de Escobedo",2662,0,9433,0,0.00976709241172051,0,0.995867768595041,0,0.99511645379414,0,0.984598046581518,0,0.0150262960180316,0,0.0296769346356123,0
"14006","Ameca",17326,0,60386,0,0.00779175805148332,0,0.99786448112663,0,0.995036361537574,0,0.990245873254069,0,0.0105621609142329,0,0.0236638577859864,0
"14004","Amacueca",1587,0,5743,0,0.0144927536231884,0,0.995589161940769,0,0.997479521109011,0,0.96471329552615,0,0.03528670447385,0,0.0264650283553875,0
"14001","Acatic",6393,0,23175,0,0.00625684342249335,0,0.998279368058814,0,0.967307993117472,0,0.989050524010637,0,0.012200844673862,0,0.0242452682621617,0
"15021","Coatepec Harinas",9180,0,38643,0,0.0445533769063181,0,0.999891067538126,0,0.981481481481482,0,0.963071895424837,0,0.0468409586056645,0,0.0412854030501089,0
"15011","Atenco",17641,0,75489,0,0.009920072558245,0,1.05521228955275,0,0.959979592993594,0,1.00748256901536,0,0.0517544356895868,0,0.0935321126920243,0
"15004","Almoloya de Alquisiras",4146,0,15333,0,0.0451037144235408,0,0.996140858658948,0,0.967438494934877,0,0.979257115291848,0,0.02990834539315,0,0.0388326097443319,0
"15002","Acolman",41825,0,171507,0,0.00834429169157203,0,1.08033472803347,0,0.977836222355051,0,1.05903167961745,0,0.0233592349073521,0,0.0588164973102212,0
"15034","Ecatzingo",2711,0,10827,0,0.0438952416082626,0,0.99040944300996,0,0.974179269642198,0,0.928070822574696,0,0.0708225746956842,0,0.112504610844707,0
"15030","Chiconcuac",5499,0,27692,0,0.00727404982724132,0,1.10711038370613,0,1.07164939079833,0,1.09056192034915,0,0.0181851245681033,0,0.099290780141844,0
"15068","Ozumba",6938,0,30785,0,0.0226289997117325,0,1.03805131161718,0,0.947535312770251,0,0.958633611991929,0,0.0848947823580282,0,0.085471317382531,0
"15082","Tejupilco",19816,0,79282,0,0.0362333467904723,0,0.992278966491724,0,0.905732741219217,0,0.947466693580945,0,0.0526846992329431,0,0.0584376261606782,0
"15028","Chiautla",7576,0,30045,0,0.014519535374868,0,1.02045934530095,0,0.987328405491024,0,1.00356388595565,0,0.0190073917634636,0,0.0646779303062302,0
"15019","Capulhuac",8268,0,36921,0,0.011611030478955,0,1.00423318819545,0,0.996613449443638,0,0.979317851959361,0,0.0272133526850508,0,0.050314465408805,0
"15118","Zinacantepec",48126,0,203872,0,0.0145867098865478,0,1.00772970951253,0,0.990337863109338,0,0.986930141711341,0,0.0249137680255995,0,0.0295058803972904,0
"15094","Tepetlixpa",5092,0,20500,0,0.02356637863315,0,0.997054202670856,0,0.936370777690495,0,0.91516103692066,0,0.0866064414768264,0,0.0848389630793401,0
"15074","San Felipe del Progreso",32343,0,144924,0,0.0513557802306527,0,0.990755341186656,0,0.81028352348267,0,0.97186408187243,0,0.0413381566335838,0,0.0529944655721485,0
"15036","Hueypoxtla",11125,0,46757,0,0.0177078651685393,0,1.03640449438202,0,1.01159550561798,0,1.01860674157303,0,0.0198651685393258,0,0.0555505617977528,0
"15041","Ixtapan del Oro",1593,0,6475,0,0.155681104833647,0,1.0269930947897,0,1.02636534839925,0,0.997489014438167,0,0.0564971751412429,0,0.0728185812931576,0
"15085","Temascalcingo",17007,0,66414,0,0.0391603457399894,0,1.00593873111072,0,0.988357735050273,0,0.98818133709649,0,0.0275768801081907,0,0.0440406891280061,0
"15096","Tequixquiac",10480,0,39489,0,0.0193702290076336,0,1.0111641221374,0,0.980152671755725,0,1.00400763358779,0,0.011736641221374,0,0.0392175572519084,0
"15104","Tlalnepantla de Baz",187020,0,672202,0,0.00481766655972623,0,1.06453320500481,0,1.06323922575126,0,1.05725056143728,0,0.00745374826221794,0,0.0545449684525719,0
"15076","San Mateo Atenco",21696,0,97418,0,0.0100940265486726,0,1.05392699115044,0,1.02968289085546,0,1.04291113569322,0,0.0133665191740413,0,0.0425424041297935,0
"15010","Apaxco",7974,0,31898,0,0.0145472786556308,0,1.01730624529722,0,0.999372962126913,0,1.00802608477552,0,0.0121645347378982,0,0.0382493102583396,0
"15023","Coyotepec",9425,0,40885,0,0.0123076923076923,0,1.04127320954907,0,1.02355437665783,0,1.00774535809019,0,0.0360742705570292,0,0.0531564986737401,0
"15025","Chalco",98525,0,400057,0,0.00994671403197158,0,1.05396599847754,0,0.977782288759198,0,1.00893174321238,0,0.0472773407764527,0,0.0729459528038569,0
"15103","Tlalmanalco",11468,0,49196,0,0.00941750959190792,0,1.11414370422044,0,1.11083013603069,0,1.08571677711894,0,0.0309557028252529,0,0.0619986048133938,0
"15100","Tezoyuca",11953,0,47044,0,0.00736216849326529,0,1.01372040491927,0,0.712708106751443,0,0.971471597088597,0,0.0434200619091441,0,0.0737890069438635,0
"15040","Ixtapan de la Sal",9736,0,36911,0,0.0229046836483155,0,1.00143796220214,0,0.939502875924404,0,0.974527526705012,0,0.0325595727198028,0,0.072822514379622,0
"15107","Tonatico",3551,0,12912,0,0.0154885947620389,0,1.00028161081386,0,0.962545761757251,0,0.989580399887356,0,0.0123908758096311,0,0.0309771895240777,0
"15052","Malinalco",7401,0,28155,0,0.0640453992703689,0,0.99067693554925,0,0.952573976489664,0,0.958248885285772,0,0.0410755303337387,0,0.0762059181191731,0
"15109","Tultitlán",131538,0,516341,0,0.0054432939530782,0,1.10564247593851,0,1.1024646870106,0,1.09485471878849,0,0.0103848317596436,0,0.0328878346941568,0
"15012","Atizapán",2794,0,12984,0,0.0168217609162491,0,1.0125268432355,0,1.01574803149606,0,0.955261274158912,0,0.0637079455977094,0,0.100572655690766,0
"15014","Atlacomulco",27842,0,109384,0,0.0283384814309317,0,0.988362904963724,0,0.959413835212988,0,0.976330723367574,0,0.0220889303929315,0,0.0539113569427484,0
"15003","Aculco",12731,0,49266,0,0.0332259838190244,0,1.00149242007698,0,0.953656429188595,0,1.00322048542927,0,0.0238001728065352,0,0.057340350325976,0
"15015","Atlautla",7099,0,31900,0,0.0442315819129455,0,1.04282293280744,0,0.97295393717425,0,0.958444851387519,0,0.0946612198901254,0,0.0901535427525004,0
"15016","Axapusco",7600,0,29128,0,0.0169736842105263,0,1.01276315789474,0,0.993552631578947,0,0.999473684210526,0,0.0178947368421053,0,0.0551315789473684,0
"15005","Almoloya de Juárez",40020,0,174587,0,0.0280609695152424,0,1.04067966016992,0,0.975587206396802,0,1.01871564217891,0,0.0341579210394803,0,0.05039980009995,0
"15024","Cuautitlán",49438,0,178847,0,0.00345887778631822,0,1.05147861968526,0,1.04751405801206,0,1.04545086775355,0,0.00572434159957927,0,0.016586431489947,0
"15008","Amatepec",6930,0,25244,0,0.0516594516594517,0,0.983405483405483,0,0.917604617604618,0,0.93001443001443,0,0.0698412698412698,0,0.0455988455988456,0
"15007","Amanalco",5721,0,23675,0,0.0751616850201014,0,1.03565810173047,0,1.00664219542038,0,1.0054186331061,0,0.055409893375284,0,0.0751616850201014,0
"15120","Zumpango",71745,0,280455,0,0.00808418705136246,0,1.08346226217855,0,1.06888284897902,0,1.0755732106767,0,0.00988222175761377,0,0.0371036309150463,0
"15042","Ixtlahuaca",37764,0,160139,0,0.0269568901599407,0,1.00275394555661,0,0.950932104649931,0,0.972407583942379,0,0.039693888359284,0,0.0428979980934223,0
"15084","Temascalapa",11529,0,43593,0,0.0182149362477231,0,0.996703963917079,0,0.941972417382253,0,0.966605950212508,0,0.0354757567872322,0,0.0609766675340446,0
"15047","Jiquipilco",18516,0,76826,0,0.0476884856340462,0,1.01312378483474,0,1.00097213220998,0,0.978289047310434,0,0.0480665370490387,0,0.0448801036941024,0
"15022","Cocotitlán",3867,0,15107,0,0.00905094388414792,0,0.996896819239721,0,0.925265063356607,0,0.961468838893199,0,0.0408585466770106,0,0.0703387638996638,0
"15020","Coacalco de Berriozábal",83642,0,293444,0,0.00373018340068387,0,1.07069414887258,0,1.06960617871404,0,1.06668898400325,0,0.00353889194423854,0,0.00884722986059635,0
"15062","Ocoyoacac",17044,0,72103,0,0.0100915278103732,0,1.01061957287022,0,0.993018070875381,0,0.997183759680826,0,0.016721426895095,0,0.0413635296878667,0
"15050","Juchitepec",6478,0,27116,0,0.020685396727385,0,1.0557270762581,0,1.03689410311825,0,0.99212719975301,0,0.0691571472676752,0,0.113152207471442,0
"15061","Nopaltepec",2846,0,10351,0,0.0179198875614898,0,1.0049191848208,0,0.995432185523542,0,0.998243148278285,0,0.00948699929725931,0,0.0354884047786367,0
"15101","Tianguistenco",19398,0,84259,0,0.0231982678626663,0,1.02830188679245,0,1.01072275492319,0,0.990978451386741,0,0.0425301577482215,0,0.0588204969584493,0
"15057","Naucalpan de Juárez",224832,0,834434,0,0.00588439368061486,0,1.06543997295759,0,1.06128131226872,0,1.05764304013664,0,0.00840182892115001,0,0.0630871050384287,0
"15105","Tlatlaya",8559,0,31762,0,0.0556139735950461,0,0.988082719943919,0,0.918097908634186,0,0.925809089846945,0,0.0731393854422246,0,0.0529267437784788,0
"15106","Toluca",230555,0,910608,0,0.0108564117021969,0,1.03455140855761,0,1.01821691136605,0,1.02271475352953,0,0.0149682288391056,0,0.0281017544620589,0
"15116","Zacazonapan",1380,0,5109,0,0.0449275362318841,0,0.989130434782609,0,0.980434782608696,0,0.98768115942029,0,0.00869565217391304,0,0.0253623188405797,0
"15097","Texcaltitlán",4349,0,18482,0,0.0671418716946424,0,1.03058174292941,0,0.979995401241665,0,1.01149689583812,0,0.0363301908484709,0,0.0515060933547942,0
"15079","Soyaniquilpan de Juárez",3898,0,14323,0,0.0182144689584402,0,0.995638789122627,0,0.955874807593638,0,1.00538737814264,0,0.0082093381221139,0,0.0364289379168804,0
"15119","Zumpahuacán",4549,0,18833,0,0.087931413497472,0,0.988568916245329,0,0.936029896680589,0,0.912947900637503,0,0.0883710705649593,0,0.0859529566937789,0
"15081","Tecámac",143015,0,547503,0,0.0053980351711359,0,1.14708946613992,0,1.1371184840751,0,1.13714645316925,0,0.0102296961857148,0,0.0245848337586966,0
"15035","Huehuetoca",42447,0,163244,0,0.0069027257521144,0,1.09557801493627,0,1.08323320847174,0,1.08686126228002,0,0.00923504605743633,0,0.0514052818809339,0
"15064","El Oro",8906,0,36937,0,0.0312149112957557,0,1.02189535144846,0,0.965641140803952,0,1.00325623175387,0,0.0306534920278464,0,0.0498540309903436,0
"15083","Temamatla",3598,0,14130,0,0.0236242356864925,0,1.01917732073374,0,0.95414118954975,0,1.00166759310728,0,0.0322401334074486,0,0.110894941634241,0
"15102","Timilpan",4471,0,16414,0,0.0223663609930664,0,0.992395437262357,0,0.970029076269291,0,0.990158801163051,0,0.0123014985461865,0,0.0261686423618877,0
"15087","Temoaya",22644,0,105766,0,0.0344903727256668,0,1.05255255255255,0,1.05087440381558,0,1.00622681505034,0,0.0554230701289525,0,0.0465465465465465,0
"15066","Otzoloapan",1270,0,4891,0,0.0645669291338583,0,0.994488188976378,0,0.990551181102362,0,0.982677165354331,0,0.0133858267716535,0,0.0307086614173228,0
"15108","Tultepec",40717,0,157645,0,0.00685217476729622,0,1.04631971903627,0,1.04582852371245,0,1.03376967851266,0,0.0135324311712552,0,0.0444040572733748,0
"15089","Tenango del Aire",2774,0,11359,0,0.0140591204037491,0,1.02775775054074,0,1.01946647440519,0,1.01153568853641,0,0.0216294160057678,0,0.0829127613554434,0
"15051","Lerma",41698,0,170327,0,0.0110556861240347,0,1.0115832893664,0,1.00561177994148,0,0.998704973859658,0,0.0159719890642237,0,0.036260731929589,0
"15046","Jilotzingo",4703,0,19877,0,0.017010418881565,0,1.06336381033383,0,1.06251328938975,0,1.04614076121624,0,0.0242398469062301,0,0.0544333404210079,0
"15037","Huixquilucan",69955,0,284965,0,0.00664713029804875,0,1.16966621399471,0,1.14653705953827,0,1.15772996926596,0,0.0128940032878279,0,0.0634693731684654,0
"15038","Isidro Fabela",2886,0,11929,0,0.0214830214830215,0,1.03742203742204,0,1.03257103257103,0,1.00831600831601,0,0.033957033957034,0,0.0637560637560638,0
"15039","Ixtapaluca",134134,0,542211,0,0.00650096172484232,0,1.09137131525191,0,1.07093652616041,0,1.05943310420922,0,0.0335932723992425,0,0.0648605126217067,0
"15017","Ayapango",2449,0,10053,0,0.0151082074316047,0,1.05430788076766,0,1.03429971416905,0,1.02939975500204,0,0.0285830951408738,0,0.0947325438954675,0
"15069","Papalotla",1223,0,4862,0,0.00327064595257563,0,0.993458708094849,0,0.994276369582993,0,0.987735077677841,0,0.00654129190515127,0,0.0564186426819297,0
"15065","Otumba",9270,0,36331,0,0.0159654800431499,0,0.993203883495146,0,0.977238403451996,0,0.982092772384034,0,0.0169363538295577,0,0.0644012944983819,0
"15048","Jocotitlán",17742,0,69264,0,0.0257580881524067,0,0.984049148912186,0,0.96995829106076,0,0.97835644234021,0,0.0200653815804306,0,0.0423853004170894,0
"15121","Cuautitlán Izcalli",147564,0,555163,0,0.00380174026185248,0,1.08744680274322,0,1.07052533138164,0,1.07908432951126,0,0.00845057059987531,0,0.0229120923802553,0
"15080","Sultepec",6181,0,24145,0,0.0831580650380197,0,0.980909237987381,0,0.948228441999676,0,0.92962303834331,0,0.0694062449441838,0,0.028312570781427,0
"15071","Polotitlán",4016,0,14985,0,0.0194223107569721,0,0.990288844621514,0,0.98605577689243,0,0.981822709163347,0,0.0161852589641434,0,0.0353585657370518,0
"15075","San Martín de las Pirámides",7257,0,29182,0,0.015157778696431,0,1.05567038721235,0,1.03885903265812,0,1.02549262780763,0,0.0329337191677002,0,0.0519498415323136,0
"15072","Rayón",3765,0,15972,0,0.0100929614873838,0,0.997078353253652,0,0.993625498007968,0,0.981142098273572,0,0.0196547144754316,0,0.0419654714475432,0
"15056","Morelos",8073,0,33164,0,0.0630496717453239,0,0.974730583426236,0,0.928651059085842,0,0.951566951566952,0,0.0575994054254924,0,0.043106651802304,0
"15067","Otzolotepec",19877,0,88783,0,0.0229410876892891,0,1.02545655783066,0,1.02399758514866,0,0.993208230618303,0,0.0363233888413745,0,0.0485988831312572,0
"15088","Tenancingo",25317,0,104677,0,0.02903187581467,0,1.00134297112612,0,0.967492198917723,0,0.981079906782004,0,0.0258719437532093,0,0.0584192439862543,0
"15070","La Paz",69711,0,304088,0,0.0085639282179283,0,1.11686821305103,0,1.03296466841675,0,1.06930039735479,0,0.0502503191748791,0,0.11881912467186,0
"15078","Santo Tomás",2630,0,9729,0,0.0555133079847909,0,0.995057034220532,0,0.958174904942966,0,0.979847908745247,0,0.0193916349809886,0,0.0467680608365019,0
"15111","Villa de Allende",12116,0,53275,0,0.0683393859359525,0,1.00709805216243,0,0.942390227797953,0,0.972763288213932,0,0.0589303400462199,0,0.0443215582700561,0
"15112","Villa del Carbón",12866,0,51498,0,0.0491217161510959,0,0.972563345251049,0,0.961681952432769,0,0.955386289445049,0,0.0455464013679465,0,0.0666096688947614,0
"15091","Teoloyucan",15868,0,65459,0,0.0142425006301991,0,1.0106503655155,0,1.00233173682884,0,0.992122510713385,0,0.0200403327451475,0,0.0565918830350391,0
"15113","Villa Guerrero",16957,0,69086,0,0.0442295217314383,0,1.02252756973521,0,0.995105266261721,0,0.977000648699652,0,0.0539600165123548,0,0.058088105207289,0
"15006","Almoloya del Río",2918,0,12694,0,0.0137080191912269,0,0.996230294722413,0,0.998286497601097,0,0.955106237148732,0,0.0445510623714873,0,0.0589444825222755,0
"15123","Luvianos",7295,0,28822,0,0.0603152844413982,0,0.98245373543523,0,0.84893762851268,0,0.930089102124743,0,0.0700479780671693,0,0.0416723783413297,0
"15099","Texcoco",68570,0,277562,0,0.00704389674784891,0,1.04614262797142,0,0.961980457926207,0,1.02107335569491,0,0.0271838996645763,0,0.0669097272859851,0
"15060","Nicolás Romero",110818,0,430601,0,0.00732732949520836,0,1.03152917396091,0,0.990263314623978,0,1.01296720749337,0,0.0199245609918966,0,0.0549910664332509,0
"15122","Valle de Chalco Solidaridad",96717,0,391731,0,0.010535893379654,0,1.07474384027627,0,1.05747696888861,0,1.03783202539367,0,0.0374391265237756,0,0.132189790833049,0
"15044","Jaltenco",7132,0,28217,0,0.00644980370162647,0,1.06660123387549,0,1.0654795288839,0,1.04683118339877,0,0.0201906898485698,0,0.0218732473359506,0
"15110","Valle de Bravo",15174,0,61590,0,0.0386186898642415,0,1.05344668511928,0,1.04046395149598,0,1.02346118360353,0,0.0380914722551733,0,0.0749967048899433,0
"15045","Jilotepec",21384,0,87671,0,0.0268424990647213,0,1.04793303404415,0,0.977600074822297,0,1.05377852600075,0,0.0181444070332959,0,0.0588757949869061,0
"15098","Texcalyacac",1442,0,5736,0,0.0104022191400832,0,0.998613037447989,0,1.00208044382802,0,0.984049930651872,0,0.0187239944521498,0,0.0457697642163662,0
"15115","Xonacatlán",13054,0,54633,0,0.0120269649149686,0,0.998697717174812,0,0.992952351769573,0,0.982380879423931,0,0.0199172667381645,0,0.0419794698942853,0
"15117","Zacualpan",3550,0,13522,0,0.0763380281690141,0,0.974929577464789,0,0.819718309859155,0,0.916056338028169,0,0.083943661971831,0,0.0315492957746479,0
"15124","San José del Rincón",21806,0,100082,0,0.0615426946711914,0,0.982848757222783,0,0.806888012473631,0,0.949555168302302,0,0.0503531138218839,0,0.0531505090342108,0
"15029","Chicoloapan",49481,0,200750,0,0.00626503102200845,0,1.10001818879974,0,1.08368868858754,0,1.08805400052545,0,0.0143489420181484,0,0.0566277965279602,0
"15058","Nezahualcóyotl",281123,0,1077208,0,0.00579817375312586,0,1.05758333540834,0,1.05496882147672,0,1.05155394613746,0,0.0063424195103211,0,0.0645269152648485,0
"15092","Teotihuacán",14892,0,58507,0,0.008058017727639,0,1.05667472468439,0,1.02283105022831,0,1.04055868922912,0,0.0179962395917271,0,0.0530486167069568,0
"15077","San Simón de Guerrero",1715,0,6692,0,0.0466472303206997,0,0.979008746355685,0,0.985422740524781,0,0.954518950437318,0,0.0419825072886297,0,0.0373177842565598,0
"15055","Mexicaltzingo",3261,0,13807,0,0.0193192272309108,0,1.00766636001227,0,0.988347132781355,0,0.993253603189206,0,0.0150260656240417,0,0.0515179392824287,0
"15054","Metepec",62886,0,242307,0,0.0055179213179404,0,1.08017682791082,0,1.07653531787679,0,1.07373660274147,0,0.00698088604776898,0,0.0234074356772573,0
"15049","Joquicingo",3588,0,15428,0,0.0331661092530658,0,0.989130434782609,0,0.970735785953177,0,0.934782608695652,0,0.0610367892976589,0,0.0599219620958751,0
"15026","Chapa de Mota",7849,0,31737,0,0.0351637151229456,0,0.978595999490381,0,0.959230475219773,0,0.970569499299274,0,0.0254809529876417,0,0.0397502866607211,0
"15001","Acambay de Ruíz Castañeda",16912,0,67872,0,0.0434011352885525,0,1.00100520340587,0,0.920884578997162,0,0.988055818353832,0,0.0393803216650899,0,0.0480723746452223,0
"15059","Nextlalpan",15605,0,57082,0,0.00768984299903877,0,1.01217558474848,0,0.994745273950657,0,0.992502403075937,0,0.0212752322973406,0,0.0644024351169497,0
"15086","Temascaltepec",8629,0,35014,0,0.069301193649322,0,0.984007416850156,0,0.965233514891644,0,0.943678294124464,0,0.0550469347548963,0,0.0496001854212539,0
"15053","Melchor Ocampo",14896,0,61220,0,0.00832438238453276,0,1.01919978517723,0,1.01577604726101,0,0.994360902255639,0,0.0269199785177229,0,0.0514903329752954,0
"15090","Tenango del Valle",21051,0,90518,0,0.0240843665384067,0,0.993254477221985,0,0.981568571564296,0,0.945370766234383,0,0.05510427058097,0,0.0441784238278467,0
"15032","Donato Guerra",8384,0,37436,0,0.0982824427480916,0,0.974475190839695,0,0.877743320610687,0,0.894203244274809,0,0.111164122137405,0,0.0660782442748092,0
